sweep_id,date_time,max_spheres,ray_depth,num_spheres,block_size,implementation,openmp_time_s,kernel_time_s,memory_transfer_time_s,total_without_mem_s,total_with_mem_s,throughput_mpixels_sec,speedup_vs_openmp_kernel,speedup_vs_openmp_with_mem
3,2026-05-21_00-04-45,512,50,200,64,CONSTANT,657.268,11.777,0.021,11.777,11.798,0.034781,55.811019,55.709771
3,2026-05-21_00-04-45,512,50,200,64,SHARED,657.268,12.973,0.021,12.973,12.994,0.031574,50.666126,50.583044
3,2026-05-21_00-04-45,512,50,200,64,1D TEXTURE,657.268,11.920,0.004,11.920,11.924,0.034362,55.138567,55.119608
3,2026-05-21_00-04-45,512,50,200,64,2D TEXTURE,657.268,11.853,0.004,11.853,11.857,0.034557,55.452146,55.432103
3,2026-05-21_00-04-45,512,50,200,64,2D TEXTURE + CONSTANT,657.268,11.712,0.016,11.712,11.728,0.034973,56.118950,56.044029
3,2026-05-21_00-04-45,512,50,200,64,REALISTIC,657.268,11.855,0.004,11.855,11.859,0.034550,55.441632,55.422714
3,2026-05-21_00-17-07,512,50,200,64,OPENMP,657.587,657.587,0.000,657.587,657.587,0.000623,1.000000,1.000000
3,2026-05-21_00-17-07,512,50,200,64,GLOBAL,657.587,11.933,0.005,11.933,11.938,0.034324,55.104634,55.082935
3,2026-05-21_00-17-07,512,50,200,64,CONSTANT,657.587,11.735,0.011,11.735,11.745,0.034904,56.036436,55.986291
3,2026-05-21_00-17-07,512,50,200,64,SHARED,657.587,12.965,0.011,12.965,12.976,0.031593,50.720057,50.678767
3,2026-05-21_00-17-07,512,50,200,64,1D TEXTURE,657.587,11.884,0.004,11.884,11.888,0.034466,55.332311,55.313259
3,2026-05-21_00-17-07,512,50,200,64,2D TEXTURE,657.587,11.878,0.004,11.878,11.883,0.034483,55.360490,55.340496
3,2026-05-21_00-17-07,512,50,200,64,2D TEXTURE + CONSTANT,657.587,11.743,0.010,11.743,11.753,0.034881,55.998522,55.949115
3,2026-05-21_00-17-07,512,50,200,64,REALISTIC,657.587,11.875,0.004,11.875,11.879,0.034493,55.376638,55.358282
3,2026-05-21_00-29-30,512,50,200,64,OPENMP,657.427,657.427,0.000,657.427,657.427,0.000623,1.000000,1.000000
3,2026-05-21_00-29-30,512,50,200,64,GLOBAL,657.427,11.905,0.005,11.905,11.910,0.034406,55.223561,55.201705
3,2026-05-21_00-29-30,512,50,200,64,CONSTANT,657.427,11.729,0.012,11.729,11.741,0.034922,56.051999,55.996252
3,2026-05-21_00-29-30,512,50,200,64,SHARED,657.427,12.970,0.012,12.970,12.981,0.031581,50.689210,50.643380
3,2026-05-21_00-29-30,512,50,200,64,1D TEXTURE,657.427,11.949,0.004,11.949,11.953,0.034279,55.019182,55.000329
3,2026-05-21_00-29-30,512,50,200,64,2D TEXTURE,657.427,11.874,0.004,11.874,11.878,0.034496,55.368277,55.348607
3,2026-05-21_00-29-30,512,50,200,64,2D TEXTURE + CONSTANT,657.427,11.733,0.012,11.733,11.745,0.034909,56.030104,55.974638
3,2026-05-21_00-29-30,512,50,200,64,REALISTIC,657.427,11.865,0.004,11.865,11.869,0.034521,55.407047,55.388634
3,2026-05-21_00-41-54,512,50,200,128,OPENMP,657.455,657.455,0.000,657.455,657.455,0.000623,1.000000,1.000000
3,2026-05-21_00-41-54,512,50,200,128,GLOBAL,657.455,12.264,0.006,12.264,12.270,0.033399,53.608892,53.583215
3,2026-05-21_00-41-54,512,50,200,128,CONSTANT,657.455,11.825,0.071,11.825,11.896,0.034638,55.598777,55.266816
3,2026-05-21_00-41-54,512,50,200,128,SHARED,657.455,11.989,0.071,11.989,12.060,0.034164,54.837206,54.514247
3,2026-05-21_00-41-54,512,50,200,128,1D TEXTURE,657.455,12.185,0.005,12.185,12.191,0.033614,53.954576,53.931189
3,2026-05-21_00-41-54,512,50,200,128,2D TEXTURE,657.455,12.190,0.009,12.190,12.199,0.033600,53.932315,53.894680
3,2026-05-21_00-41-54,512,50,200,128,2D TEXTURE + CONSTANT,657.455,11.794,0.074,11.794,11.868,0.034730,55.745399,55.397212
3,2026-05-21_00-41-54,512,50,200,128,REALISTIC,657.455,12.201,0.008,12.201,12.209,0.033571,53.884587,53.848207
3,2026-05-21_00-54-18,512,50,200,128,OPENMP,656.796,656.796,0.000,656.796,656.796,0.000624,1.000000,1.000000
3,2026-05-21_00-54-18,512,50,200,128,GLOBAL,656.796,12.256,0.009,12.256,12.266,0.033419,53.588167,53.548057
3,2026-05-21_00-54-18,512,50,200,128,CONSTANT,656.796,11.791,0.015,11.791,11.807,0.034738,55.702618,55.629983
3,2026-05-21_00-54-18,512,50,200,128,SHARED,656.796,12.015,0.015,12.015,12.031,0.034089,54.662508,54.592851
3,2026-05-21_00-54-18,512,50,200,128,1D TEXTURE,656.796,12.213,0.004,12.213,12.217,0.033539,53.780486,53.762094
3,2026-05-21_00-54-18,512,50,200,128,2D TEXTURE,656.796,12.210,0.004,12.210,12.215,0.033545,53.790198,53.771643
3,2026-05-21_00-54-18,512,50,200,128,2D TEXTURE + CONSTANT,656.796,11.830,0.011,11.830,11.841,0.034624,55.520370,55.469997
3,2026-05-21_00-54-18,512,50,200,128,REALISTIC,656.796,12.222,0.004,12.222,12.226,0.033513,53.737784,53.720345
3,2026-05-21_01-29-48,512,50,200,32,OPENMP,658.483,658.483,0.000,658.483,658.483,0.000622,1.000000,1.000000
3,2026-05-21_01-29-48,512,50,200,32,GLOBAL,658.483,11.816,0.021,11.816,11.837,0.034664,55.727162,55.630084
3,2026-05-21_01-29-48,512,50,200,32,CONSTANT,658.483,11.776,0.042,11.776,11.817,0.034784,55.919181,55.721773
3,2026-05-21_01-29-48,512,50,200,32,SHARED,658.483,16.487,0.042,16.487,16.529,0.024843,39.938573,39.837890
3,2026-05-21_01-29-48,512,50,200,32,1D TEXTURE,658.483,11.778,0.005,11.778,11.783,0.034778,55.909242,55.885230
3,2026-05-21_01-29-48,512,50,200,32,2D TEXTURE,658.483,11.785,0.005,11.785,11.790,0.034756,55.874337,55.850610
3,2026-05-21_01-29-48,512,50,200,32,2D TEXTURE + CONSTANT,658.483,11.685,0.027,11.685,11.712,0.035053,56.352291,56.223877
3,2026-05-21_01-29-48,512,50,200,32,REALISTIC,658.483,11.764,0.005,11.764,11.769,0.034819,55.975176,55.951350
3,2026-05-21_01-42-15,512,50,200,32,OPENMP,658.018,658.018,0.000,658.018,658.018,0.000622,1.000000,1.000000
3,2026-05-21_01-42-15,512,50,200,32,GLOBAL,658.018,11.839,0.006,11.839,11.845,0.034596,55.578517,55.551972
3,2026-05-21_01-42-15,512,50,200,32,CONSTANT,658.018,11.778,0.012,11.778,11.790,0.034778,55.870685,55.812291
3,2026-05-21_01-42-15,512,50,200,32,SHARED,658.018,16.486,0.012,16.486,16.498,0.024846,39.914501,39.884762
3,2026-05-21_01-42-15,512,50,200,32,1D TEXTURE,658.018,11.758,0.005,11.758,11.763,0.034837,55.965226,55.941004
3,2026-05-21_01-42-15,512,50,200,32,2D TEXTURE,658.018,11.773,0.006,11.773,11.779,0.034791,55.891503,55.861334
3,2026-05-21_01-42-15,512,50,200,32,2D TEXTURE + CONSTANT,658.018,11.766,0.014,11.766,11.780,0.034812,55.925593,55.861020
3,2026-05-21_01-42-15,512,50,200,32,REALISTIC,658.018,11.783,0.006,11.783,11.789,0.034763,55.845972,55.815588
3,2026-05-21_01-54-42,512,50,200,32,OPENMP,657.558,657.558,0.000,657.558,657.558,0.000623,1.000000,1.000000
3,2026-05-21_01-54-42,512,50,200,32,GLOBAL,657.558,11.822,0.005,11.822,11.827,0.034648,55.622409,55.600251
3,2026-05-21_01-54-42,512,50,200,32,CONSTANT,657.558,11.764,0.010,11.764,11.775,0.034818,55.894879,55.845191
3,2026-05-21_01-54-42,512,50,200,32,SHARED,657.558,16.465,0.010,16.465,16.476,0.024876,39.935886,39.910513
3,2026-05-21_01-54-42,512,50,200,32,1D TEXTURE,657.558,11.731,0.004,11.731,11.735,0.034917,56.055056,56.035550
3,2026-05-21_01-54-42,512,50,200,32,2D TEXTURE,657.558,11.749,0.008,11.749,11.757,0.034864,55.969525,55.930729
3,2026-05-21_01-54-42,512,50,200,32,2D TEXTURE + CONSTANT,657.558,11.704,0.014,11.704,11.718,0.034997,56.183328,56.114143
3,2026-05-21_01-54-42,512,50,200,32,REALISTIC,657.558,11.772,0.008,11.772,11.780,0.034795,55.859137,55.820995
3,2026-05-21_02-07-08,512,50,200,64,OPENMP,656.962,656.962,0.000,656.962,656.962,0.000623,1.000000,1.000000
3,2026-05-21_02-07-08,512,50,200,64,GLOBAL,656.962,11.975,0.005,11.975,11.980,0.034204,54.859434,54.837995
3,2026-05-21_02-07-08,512,50,200,64,CONSTANT,656.962,11.803,0.011,11.803,11.814,0.034702,55.658627,55.607898
3,2026-05-21_02-07-08,512,50,200,64,SHARED,656.962,12.973,0.011,12.973,12.984,0.031573,50.639883,50.597797
3,2026-05-21_02-07-08,512,50,200,64,1D TEXTURE,656.962,11.835,0.004,11.835,11.839,0.034611,55.512382,55.493193
3,2026-05-21_02-07-08,512,50,200,64,2D TEXTURE,656.962,11.875,0.004,11.875,11.879,0.034493,55.323977,55.304423
3,2026-05-21_02-07-08,512,50,200,64,2D TEXTURE + CONSTANT,656.962,11.774,0.011,11.774,11.785,0.034788,55.797033,55.746535
3,2026-05-21_02-07-08,512,50,200,64,REALISTIC,656.962,11.879,0.004,11.879,11.882,0.034482,55.306641,55.288335
3,2026-05-21_02-19-31,512,50,200,64,OPENMP,658.380,658.380,0.000,658.380,658.380,0.000622,1.000000,1.000000
3,2026-05-21_02-19-31,512,50,200,64,GLOBAL,658.380,11.968,0.006,11.968,11.974,0.034225,55.012589,54.986300
3,2026-05-21_02-19-31,512,50,200,64,CONSTANT,658.380,11.718,0.020,11.718,11.738,0.034955,56.185215,56.089412
3,2026-05-21_02-19-31,512,50,200,64,SHARED,658.380,12.996,0.020,12.996,13.016,0.031517,50.659468,50.581377
3,2026-05-21_02-19-31,512,50,200,64,1D TEXTURE,658.380,11.886,0.005,11.886,11.891,0.034460,55.390279,55.366763
3,2026-05-21_02-19-31,512,50,200,64,2D TEXTURE,658.380,11.862,0.010,11.862,11.872,0.034530,55.502668,55.456528
3,2026-05-21_02-19-31,512,50,200,64,2D TEXTURE + CONSTANT,658.380,11.727,0.025,11.727,11.752,0.034928,56.141900,56.024228
3,2026-05-21_02-19-31,512,50,200,64,REALISTIC,658.380,11.906,0.010,11.906,11.916,0.034402,55.296165,55.251605
3,2026-05-21_02-31-55,512,50,200,64,OPENMP,658.556,658.556,0.000,658.556,658.556,0.000622,1.000000,1.000000
3,2026-05-21_02-31-55,512,50,200,64,GLOBAL,658.556,11.896,0.006,11.896,11.902,0.034431,55.358295,55.331819
3,2026-05-21_02-31-55,512,50,200,64,CONSTANT,658.556,11.754,0.052,11.754,11.807,0.034846,56.025883,55.778557
3,2026-05-21_02-31-55,512,50,200,64,SHARED,658.556,12.946,0.052,12.946,12.998,0.031639,50.870056,50.666123
3,2026-05-21_02-31-55,512,50,200,64,1D TEXTURE,658.556,11.846,0.005,11.846,11.852,0.034576,55.591121,55.567036
3,2026-05-21_02-31-55,512,50,200,64,2D TEXTURE,658.556,11.863,0.005,11.863,11.868,0.034528,55.513477,55.489195
3,2026-05-21_02-31-55,512,50,200,64,2D TEXTURE + CONSTANT,658.556,11.802,0.052,11.802,11.854,0.034707,55.801554,55.556627
3,2026-05-21_02-31-55,512,50,200,64,REALISTIC,658.556,11.885,0.005,11.885,11.890,0.034464,55.411254,55.388345
3,2026-05-21_02-44-19,512,50,200,128,OPENMP,655.676,655.676,0.000,655.676,655.676,0.000625,1.000000,1.000000
3,2026-05-21_02-44-19,512,50,200,128,GLOBAL,655.676,12.275,0.005,12.275,12.279,0.033369,53.416421,53.396107
3,2026-05-21_02-44-19,512,50,200,128,CONSTANT,655.676,11.801,0.010,11.801,11.812,0.034708,55.560090,55.510774
3,2026-05-21_02-44-19,512,50,200,128,SHARED,655.676,11.963,0.010,11.963,11.973,0.034240,54.810240,54.762453
3,2026-05-21_02-44-19,512,50,200,128,1D TEXTURE,655.676,12.187,0.004,12.187,12.191,0.033609,53.800892,53.782617
3,2026-05-21_02-44-19,512,50,200,128,2D TEXTURE,655.676,12.194,0.008,12.194,12.202,0.033589,53.768708,53.735460
3,2026-05-21_02-44-19,512,50,200,128,2D TEXTURE + CONSTANT,655.676,11.843,0.014,11.843,11.857,0.034586,55.364246,55.300436
3,2026-05-21_02-44-19,512,50,200,128,REALISTIC,655.676,12.192,0.007,12.192,12.199,0.033596,53.778747,53.746335
3,2026-05-21_02-56-41,512,50,200,128,OPENMP,657.489,657.489,0.000,657.489,657.489,0.000623,1.000000,1.000000
3,2026-05-21_02-56-41,512,50,200,128,GLOBAL,657.489,12.234,0.006,12.234,12.240,0.033481,53.743419,53.718468
3,2026-05-21_02-56-41,512,50,200,128,CONSTANT,657.489,11.802,0.012,11.802,11.814,0.034706,55.710028,55.651936
3,2026-05-21_02-56-41,512,50,200,128,SHARED,657.489,12.041,0.012,12.041,12.053,0.034017,54.604470,54.548916
3,2026-05-21_02-56-41,512,50,200,128,1D TEXTURE,657.489,12.201,0.005,12.201,12.206,0.033570,53.886148,53.863895
3,2026-05-21_02-56-41,512,50,200,128,2D TEXTURE,657.489,12.196,0.011,12.196,12.207,0.033585,53.910250,53.861337
3,2026-05-21_02-56-41,512,50,200,128,2D TEXTURE + CONSTANT,657.489,11.803,0.018,11.803,11.821,0.034703,55.705770,55.621265
3,2026-05-21_02-56-41,512,50,200,128,REALISTIC,657.489,12.198,0.011,12.198,12.209,0.033579,53.900763,53.853382
3,2026-05-21_03-09-05,512,50,200,128,OPENMP,656.432,656.432,0.000,656.432,656.432,0.000624,1.000000,1.000000
3,2026-05-21_03-09-05,512,50,200,128,GLOBAL,656.432,12.246,0.006,12.246,12.252,0.033447,53.602832,53.577922
3,2026-05-21_03-09-05,512,50,200,128,CONSTANT,656.432,11.819,0.081,11.819,11.900,0.034656,55.540015,55.163096
3,2026-05-21_03-09-05,512,50,200,128,SHARED,656.432,11.973,0.081,11.973,12.054,0.034210,54.825822,54.457999
3,2026-05-21_03-09-05,512,50,200,128,1D TEXTURE,656.432,12.200,0.005,12.200,12.205,0.033575,53.807615,53.785387
3,2026-05-21_03-09-05,512,50,200,128,2D TEXTURE,656.432,12.192,0.005,12.192,12.197,0.033597,53.842369,53.819442
3,2026-05-21_03-09-05,512,50,200,128,2D TEXTURE + CONSTANT,656.432,11.802,0.081,11.802,11.883,0.034705,55.619320,55.241732
3,2026-05-21_03-09-05,512,50,200,128,REALISTIC,656.432,12.215,0.005,12.215,12.220,0.033533,53.739853,53.718159
3,2026-05-21_03-21-27,512,50,200,256,OPENMP,657.164,657.164,0.000,657.164,657.164,0.000623,1.000000,1.000000
3,2026-05-21_03-21-27,512,50,200,256,GLOBAL,657.164,13.421,0.005,13.421,13.426,0.030519,48.964272,48.946722
3,2026-05-21_03-21-27,512,50,200,256,CONSTANT,657.164,12.424,0.010,12.424,12.433,0.032970,52.896720,52.855450
3,2026-05-21_03-21-27,512,50,200,256,SHARED,657.164,12.434,0.010,12.434,12.444,0.032941,52.851037,52.809684
3,2026-05-21_03-21-27,512,50,200,256,1D TEXTURE,657.164,13.439,0.004,13.439,13.443,0.030478,48.899463,48.884342
3,2026-05-21_03-21-27,512,50,200,256,2D TEXTURE,657.164,13.375,0.004,13.375,13.379,0.030623,49.131906,49.117388
3,2026-05-21_03-21-27,512,50,200,256,2D TEXTURE + CONSTANT,657.164,12.448,0.010,12.448,12.458,0.032904,52.791077,52.750581
3,2026-05-21_03-21-27,512,50,200,256,REALISTIC,657.164,13.377,0.004,13.377,13.381,0.030619,49.125990,49.110496
3,2026-05-21_03-33-56,512,50,200,256,OPENMP,657.029,657.029,0.000,657.029,657.029,0.000623,1.000000,1.000000
3,2026-05-21_03-33-56,512,50,200,256,GLOBAL,657.029,13.485,0.005,13.485,13.490,0.030374,48.722654,48.705042
3,2026-05-21_03-33-56,512,50,200,256,CONSTANT,657.029,12.404,0.010,12.404,12.414,0.033021,52.968638,52.924285
3,2026-05-21_03-33-56,512,50,200,256,SHARED,657.029,12.499,0.010,12.499,12.510,0.032770,52.564835,52.521168
3,2026-05-21_03-33-56,512,50,200,256,1D TEXTURE,657.029,13.390,0.004,13.390,13.394,0.030591,49.069993,49.054271
3,2026-05-21_03-33-56,512,50,200,256,2D TEXTURE,657.029,13.384,0.006,13.384,13.390,0.030604,49.090626,49.069010
3,2026-05-21_03-33-56,512,50,200,256,2D TEXTURE + CONSTANT,657.029,12.416,0.012,12.416,12.428,0.032989,52.916436,52.864813
3,2026-05-21_03-33-56,512,50,200,256,REALISTIC,657.029,13.403,0.006,13.403,13.409,0.030561,49.021945,48.999403
3,2026-05-21_03-46-26,512,50,200,256,OPENMP,657.854,657.854,0.000,657.854,657.854,0.000623,1.000000,1.000000
3,2026-05-21_03-46-26,512,50,200,256,GLOBAL,657.854,13.489,0.005,13.489,13.494,0.030365,48.769147,48.752255
3,2026-05-21_03-46-26,512,50,200,256,CONSTANT,657.854,12.393,0.010,12.393,12.403,0.033051,53.082561,53.038760
3,2026-05-21_03-46-26,512,50,200,256,SHARED,657.854,12.511,0.010,12.511,12.521,0.032739,52.581009,52.538002
3,2026-05-21_03-46-26,512,50,200,256,1D TEXTURE,657.854,13.407,0.004,13.407,13.412,0.030550,49.066256,49.050965
3,2026-05-21_03-46-26,512,50,200,256,2D TEXTURE,657.854,13.392,0.009,13.392,13.400,0.030587,49.124676,49.092838
3,2026-05-21_03-46-26,512,50,200,256,2D TEXTURE + CONSTANT,657.854,12.426,0.015,12.426,12.440,0.032964,52.943791,52.880092
3,2026-05-21_03-46-26,512,50,200,256,REALISTIC,657.854,13.385,0.009,13.385,13.394,0.030602,49.149881,49.117043
3,2026-05-21_03-58-56,512,50,200,512,OPENMP,656.895,656.895,0.000,656.895,656.895,0.000624,1.000000,1.000000
3,2026-05-21_03-58-56,512,50,200,512,GLOBAL,656.895,15.285,0.005,15.285,15.289,0.026798,42.977321,42.964081
3,2026-05-21_03-58-56,512,50,200,512,CONSTANT,656.895,14.089,0.011,14.089,14.100,0.029072,46.624772,46.588598
3,2026-05-21_03-58-56,512,50,200,512,SHARED,656.895,14.096,0.011,14.096,14.107,0.029058,46.601539,46.565260
3,2026-05-21_03-58-56,512,50,200,512,1D TEXTURE,656.895,15.244,0.004,15.244,15.248,0.026870,43.092435,43.080825
3,2026-05-21_03-58-56,512,50,200,512,2D TEXTURE,656.895,15.248,0.004,15.248,15.252,0.026863,43.081684,43.069588
3,2026-05-21_03-58-56,512,50,200,512,2D TEXTURE + CONSTANT,656.895,14.101,0.011,14.101,14.112,0.029047,46.583587,46.548749
3,2026-05-21_03-58-56,512,50,200,512,REALISTIC,656.895,15.260,0.004,15.260,15.264,0.026841,43.046767,43.034671
3,2026-05-21_04-11-38,512,50,200,512,OPENMP,657.884,657.884,0.000,657.884,657.884,0.000623,1.000000,1.000000
3,2026-05-21_04-11-38,512,50,200,512,GLOBAL,657.884,15.315,0.006,15.315,15.321,0.026745,42.956254,42.939368
3,2026-05-21_04-11-38,512,50,200,512,CONSTANT,657.884,14.096,0.012,14.096,14.108,0.029058,46.672364,46.633422
3,2026-05-21_04-11-38,512,50,200,512,SHARED,657.884,14.109,0.012,14.109,14.121,0.029031,46.627864,46.589242
3,2026-05-21_04-11-38,512,50,200,512,1D TEXTURE,657.884,15.265,0.005,15.265,15.271,0.026832,43.096973,43.081531
3,2026-05-21_04-11-38,512,50,200,512,2D TEXTURE,657.884,15.258,0.005,15.258,15.263,0.026845,43.118036,43.103107
3,2026-05-21_04-11-38,512,50,200,512,2D TEXTURE + CONSTANT,657.884,14.119,0.011,14.119,14.130,0.029011,46.596749,46.559287
3,2026-05-21_04-11-38,512,50,200,512,REALISTIC,657.884,15.276,0.005,15.276,15.281,0.026813,43.065484,43.051353
3,2026-05-21_04-24-21,512,50,200,512,OPENMP,657.435,657.435,0.000,657.435,657.435,0.000623,1.000000,1.000000
3,2026-05-21_04-24-21,512,50,200,512,GLOBAL,657.435,15.307,0.005,15.307,15.312,0.026759,42.949596,42.936467
3,2026-05-21_04-24-21,512,50,200,512,CONSTANT,657.435,14.114,0.015,14.114,14.129,0.029021,46.580718,46.530396
3,2026-05-21_04-24-21,512,50,200,512,SHARED,657.435,14.112,0.015,14.112,14.128,0.029024,46.585878,46.535562
3,2026-05-21_04-24-21,512,50,200,512,1D TEXTURE,657.435,15.257,0.004,15.257,15.261,0.026847,43.091524,43.079653
3,2026-05-21_04-24-21,512,50,200,512,2D TEXTURE,657.435,15.239,0.004,15.239,15.243,0.026879,43.142285,43.130157
3,2026-05-21_04-24-21,512,50,200,512,2D TEXTURE + CONSTANT,657.435,14.093,0.015,14.093,14.108,0.029064,46.650069,46.600853
3,2026-05-21_04-24-21,512,50,200,512,REALISTIC,657.435,15.283,0.004,15.283,15.287,0.026801,43.017424,43.005596
3,2026-05-21_04-37-03,512,50,200,1024,OPENMP,656.329,656.329,0.000,656.329,656.329,0.000624,1.000000,1.000000
3,2026-05-21_04-37-03,512,50,200,1024,GLOBAL,656.329,0.000,0.005,0.000,0.005,6352.357119,10178804.491436,138911.558947
3,2026-05-21_04-37-03,512,50,200,1024,CONSTANT,656.329,0.000,0.010,0.000,0.010,5491.205179,8798923.437561,62959.809244
3,2026-05-21_04-37-03,512,50,200,1024,SHARED,656.329,0.000,0.010,0.000,0.010,4327.248334,6933837.935339,62695.571091
3,2026-05-21_04-37-03,512,50,200,1024,1D TEXTURE,656.329,0.000,0.004,0.000,0.004,4758.364358,7624643.828144,163146.526370
3,2026-05-21_04-37-03,512,50,200,1024,2D TEXTURE,656.329,0.000,0.004,0.000,0.004,5007.825119,8024371.403950,159404.754243
3,2026-05-21_04-37-03,512,50,200,1024,2D TEXTURE + CONSTANT,656.329,0.000,0.010,0.000,0.010,4913.627708,7873432.624779,63369.673821
3,2026-05-21_04-37-03,512,50,200,1024,REALISTIC,656.329,0.000,0.004,0.000,0.004,4255.319119,6818580.968052,158214.473335
3,2026-05-21_04-48-00,512,50,200,1024,OPENMP,657.417,657.417,0.000,657.417,657.417,0.000623,1.000000,1.000000
3,2026-05-21_04-48-00,512,50,200,1024,GLOBAL,657.417,0.000,0.008,0.000,0.008,6467.913121,10381139.554995,85967.585825
3,2026-05-21_04-48-00,512,50,200,1024,CONSTANT,657.417,0.000,0.016,0.000,0.016,4545.454536,7295552.212703,41103.513469
3,2026-05-21_04-48-00,512,50,200,1024,SHARED,657.417,0.000,0.016,0.000,0.016,4558.404781,7316337.633694,41057.513112
3,2026-05-21_04-48-00,512,50,200,1024,1D TEXTURE,657.417,0.000,0.004,0.000,0.004,4992.199801,8012587.962404,164264.836337
3,2026-05-21_04-48-00,512,50,200,1024,2D TEXTURE,657.417,0.000,0.004,0.000,0.004,4707.613276,7555820.473930,157701.714091
3,2026-05-21_04-48-00,512,50,200,1024,2D TEXTURE + CONSTANT,657.417,0.000,0.013,0.000,0.013,4830.188785,7752556.800181,50384.984565
3,2026-05-21_04-48-00,512,50,200,1024,REALISTIC,657.417,0.000,0.004,0.000,0.004,3793.716638,6088996.731760,155527.693706
3,2026-05-21_04-58-59,512,50,200,1024,OPENMP,658.014,658.014,0.000,658.014,658.014,0.000622,1.000000,1.000000
3,2026-05-21_04-58-59,512,50,200,1024,GLOBAL,658.014,0.000,0.006,0.000,0.006,5000.000030,8032398.920852,106532.692983
3,2026-05-21_04-58-59,512,50,200,1024,CONSTANT,658.014,0.000,0.041,0.000,0.041,2659.463934,4272375.020655,15918.891207
3,2026-05-21_04-58-59,512,50,200,1024,SHARED,658.014,0.000,0.041,0.000,0.041,2648.458613,4254695.194473,15908.028459
3,2026-05-21_04-58-59,512,50,200,1024,1D TEXTURE,658.014,0.000,0.005,0.000,0.005,2647.363088,4252935.256365,120025.804157
3,2026-05-21_04-58-59,512,50,200,1024,2D TEXTURE,658.014,0.000,0.007,0.000,0.007,2755.058127,4425945.157894,97067.805993
