epoch,train_loss,train_acc,test_acc
1,0.0335931,99.2397,56.87
2,0.0311727,99.3957,75.72
3,0.0293781,99.486,81.48
4,0.0282557,99.512,83.63
5,0.0361424,99.4322,84.62
6,0.0352257,99.4556,85.32
7,0.0344643,99.4522,85.83
8,0.0338089,99.4617,86.25
9,0.0333179,99.4622,86.51
10,0.032735,99.4578,86.85
11,0.0324109,99.4683,87.16
12,0.0322691,99.4633,87.29
13,0.0318336,99.4656,87.37
14,0.0315132,99.4628,87.61
15,0.0312934,99.4728,87.76
16,0.0310243,99.455,87.96
17,0.030988,99.46,87.92
18,0.0307756,99.4644,88
19,0.0306162,99.4561,88.13
20,0.0303983,99.4611,88.14
21,0.0303086,99.4628,88.18
22,0.0301369,99.4567,88.2
23,0.0300299,99.465,88.33
24,0.0300674,99.4472,88.41
25,0.0298657,99.4617,88.42
26,0.029578,99.46,88.44
27,0.0296253,99.455,88.52
28,0.0295341,99.4467,88.59
29,0.0294593,99.46,88.68
30,0.02944,99.4522,88.68
31,0.0292366,99.4678,88.75
32,0.0291805,99.4672,88.83
33,0.0290875,99.4589,88.88
34,0.0289938,99.4589,88.93
35,0.0289444,99.455,88.9
36,0.0288716,99.4633,88.96
37,0.0287389,99.465,88.98
38,0.0286787,99.4622,89.03
39,0.028775,99.4583,89.1
40,0.0286678,99.4589,89.14
41,0.0286121,99.4706,89.14
42,0.0285986,99.4494,89.16
43,0.028481,99.4594,89.22
44,0.0283926,99.4622,89.23
45,0.0283452,99.4722,89.23
46,0.0284094,99.4511,89.23
47,0.0282573,99.4617,89.18
48,0.0281729,99.4606,89.26
49,0.0281814,99.4733,89.22
50,0.0281724,99.4583,89.25
51,0.0280593,99.4711,89.26
52,0.0278972,99.4678,89.27
53,0.0281134,99.4556,89.29
