round,loss,train_acc
1,0.0123988,99.7776
2,0.0114617,99.8543
3,0.0102766,99.9387
4,0.00992764,99.9387
5,0.0144011,99.9105
6,0.0137005,99.9744
7,0.0137259,99.9489
8,0.0134965,99.9361
9,0.0130835,99.9744
10,0.0133565,99.9489
11,0.0131962,99.9361
12,0.0133895,99.9233
13,0.0124762,99.9617
14,0.0130058,99.8978
15,0.0126698,99.9489
16,0.0126977,99.9361
17,0.0127961,99.8978
18,0.0123737,99.9361
19,0.0124541,99.9233
20,0.0130932,99.8594
21,0.0124889,99.8722
22,0.0126345,99.8978
23,0.0124812,99.885
24,0.0122806,99.8978
25,0.0125336,99.885
26,0.0127012,99.8594
27,0.0121798,99.9361
28,0.0121387,99.8594
29,0.0125349,99.8083
30,0.0122415,99.8594
31,0.0124315,99.8338
32,0.0122155,99.885
33,0.0121941,99.8338
34,0.0122071,99.9105
35,0.0121093,99.885
36,0.0123602,99.8466
37,0.0121248,99.885
38,0.012047,99.8978
39,0.0126557,99.8466
40,0.0119431,99.8466
41,0.0118145,99.8722
42,0.0126115,99.8338
43,0.0120474,99.885
44,0.0123603,99.7827
45,0.0120982,99.8722
46,0.0123846,99.8594
47,0.0119958,99.8211
48,0.012159,99.885
49,0.0121969,99.8594
50,0.011794,99.8594
51,0.0119948,99.8338
52,0.0119147,99.7955
53,0.0121282,99.8722
54,0.0122233,99.8338
