epoch,train_loss,train_acc,test_acc
1,0.0336022,99.242,58.84
2,0.0311303,99.4003,76.75
3,0.0292996,99.4927,81.57
4,0.0281692,99.512,83.55
5,0.0360392,99.45,84.8
6,0.0351152,99.4561,85.42
7,0.0343686,99.4572,86.02
8,0.033726,99.45,86.46
9,0.0332209,99.4639,86.63
10,0.032635,99.4672,86.79
11,0.0323103,99.465,87.08
12,0.0321539,99.4617,87.09
13,0.0317427,99.4694,87.36
14,0.0314384,99.4717,87.53
15,0.0312187,99.4706,87.68
16,0.0309437,99.4639,87.72
17,0.0309042,99.46,87.8
18,0.0307038,99.4606,87.97
19,0.0305592,99.4589,88.01
20,0.0303238,99.4617,88.08
21,0.0302364,99.4606,88.19
22,0.0300565,99.4533,88.21
23,0.0299708,99.4556,88.34
24,0.0299994,99.4583,88.42
25,0.029797,99.4633,88.5
26,0.0295143,99.4578,88.53
27,0.0295693,99.4567,88.54
28,0.0294815,99.4467,88.52
29,0.0294084,99.4589,88.64
30,0.0293926,99.4539,88.73
31,0.0291918,99.4594,88.75
32,0.0291271,99.4611,88.77
33,0.0290419,99.4567,88.76
34,0.0289678,99.4544,88.82
35,0.0289052,99.4594,88.9
36,0.0288312,99.4706,88.85
37,0.0286952,99.4661,88.85
38,0.0286391,99.4544,88.9
39,0.0287308,99.4617,88.95
40,0.0286252,99.4478,89
41,0.0285748,99.4622,89.04
42,0.0285552,99.4361,89.06
43,0.0284506,99.4589,89.1
44,0.0283548,99.4528,89.16
45,0.0283065,99.4661,89.13
46,0.02838,99.45,89.18
47,0.0282178,99.4528,89.24
48,0.0281341,99.4567,89.26
49,0.0281469,99.4728,89.33
50,0.0281439,99.4533,89.29
51,0.0280175,99.4672,89.31
52,0.027858,99.4617,89.32
53,0.0280876,99.4478,89.35
54,0.0279355,99.4589,89.39
