epoch,train_loss,train_acc,test_acc
1,0.0323066,99.254,52.58
2,0.0297901,99.3727,64.34
3,0.0281307,99.4277,69.46
4,0.0270349,99.441,73.35
5,0.0331667,99.3817,76.17
6,0.0322264,99.4061,77.77
7,0.0315412,99.3978,79.52
8,0.03089,99.4228,80.44
9,0.0306456,99.4094,81.25
10,0.0301173,99.4228,81.9
11,0.0297564,99.4083,82.49
12,0.0294803,99.4211,83
13,0.0291744,99.4283,83.49
14,0.0290253,99.4172,83.87
15,0.0287289,99.4289,84.11
16,0.0286667,99.4261,84.53
17,0.0284488,99.4133,84.76
18,0.0280388,99.4472,85.02
19,0.0280943,99.4306,85.18
20,0.0279087,99.4339,85.46
21,0.0277228,99.4372,85.6
22,0.0277232,99.4367,85.69
23,0.0274997,99.4294,85.83
24,0.0275148,99.4311,85.8
25,0.027246,99.4494,85.96
26,0.0272787,99.4394,85.98
27,0.0270602,99.4506,86.03
28,0.0271878,99.4322,86.16
29,0.0269913,99.45,86.21
30,0.0267123,99.455,86.37
31,0.0268843,99.4344,86.44
32,0.0267397,99.4383,86.54
33,0.0267289,99.44,86.56
34,0.0265364,99.4406,86.62
35,0.0264837,99.4489,86.65
36,0.0264344,99.4444,86.66
37,0.0262072,99.4311,86.66
38,0.0262425,99.4472,86.7
39,0.0263268,99.4439,86.73
40,0.0263167,99.4583,86.76
41,0.0260416,99.4567,86.77
42,0.0261155,99.4567,86.84
43,0.0260144,99.4544,86.8
44,0.0259286,99.455,86.91
45,0.0258274,99.4667,87
46,0.0258674,99.4456,86.99
47,0.0258279,99.4583,87.03
48,0.0257932,99.4589,87.09
49,0.0257489,99.4578,87.18
50,0.0256268,99.4772,87.11
