round,loss,train_acc
1,0.00931472,99.85
2,0.00898045,99.88
3,0.00847915,99.85
4,0.00817707,99.88
5,0.0128008,99.7833
6,0.0123571,99.8083
7,0.0120271,99.8167
8,0.0120264,99.8083
9,0.0119814,99.8167
10,0.011498,99.85
11,0.011746,99.825
12,0.0115849,99.8917
13,0.0117634,99.85
14,0.0118785,99.8833
15,0.0117662,99.8583
16,0.0115973,99.8667
17,0.0115097,99.8417
18,0.0112809,99.8917
19,0.0115342,99.8417
20,0.011603,99.85
21,0.0113045,99.8583
22,0.011966,99.85
23,0.011693,99.8167
24,0.0117849,99.8417
25,0.0114627,99.8417
26,0.0118994,99.8083
27,0.0114315,99.825
28,0.0119949,99.875
29,0.012247,99.8417
30,0.0115444,99.8333
31,0.0120506,99.8167
32,0.0120151,99.825
33,0.0119175,99.8
34,0.0119084,99.7833
35,0.0116291,99.8333
36,0.0118537,99.7833
37,0.0115247,99.7917
38,0.0116998,99.7917
39,0.0117907,99.8083
40,0.0117132,99.8167
41,0.0115398,99.8333
42,0.011845,99.8
43,0.0117175,99.8083
44,0.0116685,99.8167
45,0.0115038,99.8417
46,0.0119233,99.7833
47,0.0116603,99.8417
48,0.0116339,99.8083
49,0.0118806,99.8
50,0.011514,99.8583
