round,loss,train_acc
1,0.0871563,98.1034
2,0.0809636,98.3229
3,0.0770884,98.511
4,0.072456,98.7147
5,0.0912544,98.6677
6,0.0887554,98.6938
7,0.0863786,98.7461
8,0.0839975,98.7722
9,0.0821354,98.72
10,0.0806352,98.5893
11,0.0772364,98.9028
12,0.0761798,98.8244
13,0.0752056,98.8244
14,0.0728862,98.9812
15,0.0720169,98.9812
16,0.0716722,98.9028
17,0.0700922,98.8244
18,0.0702802,98.9028
19,0.0686365,98.9812
20,0.0675541,98.9812
21,0.0672571,99.0596
22,0.0668233,98.9812
23,0.0660601,99.0334
24,0.0655824,99.0073
25,0.0654185,99.0073
26,0.0644924,99.0857
27,0.0627971,99.1379
28,0.0627949,99.1641
29,0.0634401,99.0073
30,0.0629065,98.9289
31,0.0617861,99.1641
32,0.062019,99.0073
33,0.061417,99.1118
34,0.0609095,99.0334
35,0.0601407,99.0334
36,0.0595514,99.0857
37,0.0600881,99.0073
38,0.05964,98.9812
39,0.0594751,99.1379
40,0.0584844,99.1641
41,0.058048,99.0596
42,0.0591141,99.0857
43,0.0581332,98.9289
44,0.0578067,99.1641
45,0.0582294,99.0073
46,0.0576181,99.0596
47,0.0577749,99.0857
48,0.0573081,99.1379
49,0.0567669,99.0073
50,0.0571962,98.9812
