round,loss,train_acc
1,0.0244594,99.5298
2,0.0210962,99.953
3,0.0195506,99.9687
4,0.0179953,100
5,0.0257937,99.9739
6,0.0245001,99.9478
7,0.0233707,100
8,0.0229384,99.9739
9,0.0230185,99.9739
10,0.0229213,99.8955
11,0.0221176,99.9478
12,0.0221605,99.9216
13,0.0212222,99.9739
14,0.0214939,99.9478
15,0.0214249,99.9478
16,0.0213893,99.8694
17,0.0207493,99.9478
18,0.0210044,99.8955
19,0.0211358,99.8694
20,0.0215697,99.8171
21,0.0209917,99.8171
22,0.0210466,99.8955
23,0.0210707,99.8433
24,0.0204926,99.9478
25,0.0207218,99.8433
26,0.0208696,99.8433
27,0.021237,99.791
28,0.0210896,99.8171
29,0.0211549,99.8433
30,0.020914,99.8694
31,0.0206645,99.8694
32,0.0210416,99.8171
33,0.0203747,99.791
34,0.0212815,99.791
35,0.0204731,99.8433
36,0.0207619,99.8433
37,0.0198097,99.8433
38,0.0207798,99.8171
39,0.0205293,99.8433
40,0.0212827,99.7388
41,0.0203854,99.8433
42,0.0201488,99.791
43,0.0197285,99.791
44,0.0200821,99.8171
45,0.020565,99.791
46,0.0212901,99.7388
47,0.0200738,99.7388
48,0.0198721,99.7388
49,0.0197722,99.8171
50,0.0201715,99.7649
