round,loss,train_acc
1,0.0233187,99.5768
2,0.0220588,99.6865
3,0.0192812,99.9216
4,0.0183565,99.953
5,0.026776,99.9478
6,0.0266596,99.9216
7,0.0261403,99.8955
8,0.0240929,99.9478
9,0.0246254,99.8694
10,0.0235628,99.9478
11,0.0240479,99.8694
12,0.0243699,99.8694
13,0.0234827,99.9216
14,0.0229243,99.9216
15,0.0228057,99.9216
16,0.0225079,99.9216
17,0.022661,99.8955
18,0.0234706,99.8171
19,0.0225176,99.8694
20,0.0225862,99.8171
21,0.0226368,99.791
22,0.0225439,99.791
23,0.0219688,99.8433
24,0.0220665,99.791
25,0.021925,99.8433
26,0.0223626,99.8433
27,0.0219893,99.8171
28,0.0220603,99.8433
29,0.0218616,99.8171
30,0.0219673,99.7388
31,0.0211301,99.8955
32,0.0219329,99.7649
33,0.0215869,99.7649
34,0.022652,99.6865
35,0.0218465,99.7649
36,0.0222472,99.7126
37,0.0215479,99.791
38,0.0223987,99.8171
39,0.0218543,99.7649
40,0.021008,99.6865
41,0.0214349,99.7649
42,0.021006,99.7649
43,0.021527,99.7649
44,0.0215159,99.7388
45,0.0213478,99.7649
46,0.0207463,99.8171
47,0.0213309,99.7126
48,0.0225629,99.7126
49,0.0215533,99.8171
50,0.0213557,99.7649
