round,loss,train_acc
1,0.0270906,99.5298
2,0.0256297,99.6552
3,0.0236817,99.8589
4,0.022918,99.7962
5,0.0345761,99.7649
6,0.033728,99.791
7,0.03298,99.8694
8,0.0314347,99.8433
9,0.0311921,99.7649
10,0.0312157,99.791
11,0.0310854,99.7126
12,0.0303478,99.8171
13,0.030227,99.7388
14,0.0302632,99.7388
15,0.0307468,99.7649
16,0.0305328,99.6865
17,0.0303197,99.6081
18,0.0300249,99.6343
19,0.0303008,99.7126
20,0.0297628,99.8171
21,0.0296348,99.7126
22,0.0308105,99.7126
23,0.0301328,99.6081
24,0.0299937,99.6865
25,0.0303043,99.6081
26,0.0300125,99.6604
27,0.0298868,99.6865
28,0.0309009,99.5559
29,0.0323432,99.4775
30,0.0302914,99.6604
31,0.0310212,99.582
32,0.0297174,99.6604
33,0.0308692,99.582
34,0.0306522,99.582
35,0.0312222,99.5559
36,0.0311882,99.6081
37,0.0305442,99.6081
38,0.0300893,99.6865
39,0.0304618,99.6865
40,0.0311444,99.6343
41,0.0301575,99.6604
42,0.0310402,99.6081
43,0.0314082,99.5037
44,0.0298297,99.6081
45,0.0313733,99.5559
46,0.0302242,99.6081
47,0.0308223,99.7126
48,0.0303932,99.582
49,0.0320338,99.4775
50,0.0312322,99.5559
