epoch,train_loss,train_acc,test_acc
1,0.0379213,99.2357,44.99
2,0.0353863,99.418,61.56
3,0.0334275,99.5217,70.34
4,0.0319837,99.5763,75.7
5,0.0440525,99.4689,78.62
6,0.0426932,99.5,80.32
7,0.0417902,99.5383,81.55
8,0.0409769,99.5294,82.55
9,0.0403722,99.5189,83.47
10,0.0398845,99.5372,84.27
11,0.0391557,99.5422,84.8
12,0.0388043,99.5322,85.29
13,0.0382884,99.5528,85.71
14,0.0382145,99.5339,85.97
15,0.0378647,99.5417,86.28
16,0.0377156,99.5161,86.48
17,0.0373318,99.5306,86.64
18,0.0373861,99.5183,86.85
19,0.0370278,99.5128,87
20,0.0367532,99.5383,87.09
21,0.0366744,99.52,87.21
22,0.036674,99.515,87.34
23,0.0366458,99.4967,87.5
24,0.0362632,99.51,87.61
25,0.0363186,99.4856,87.61
26,0.0361221,99.4989,87.86
27,0.0361078,99.4889,87.99
28,0.0358988,99.5011,88.06
29,0.0360307,99.4867,88.2
30,0.0358333,99.4833,88.26
31,0.0357249,99.4944,88.29
32,0.0356849,99.4661,88.4
33,0.0355789,99.4622,88.51
34,0.0355211,99.465,88.5
35,0.0353639,99.4761,88.54
36,0.0353929,99.4711,88.63
37,0.0354562,99.46,88.71
38,0.0353206,99.4683,88.73
39,0.0352337,99.4739,88.76
40,0.0352518,99.4706,88.84
41,0.0350756,99.4761,88.9
42,0.0352351,99.4617,88.97
43,0.0351979,99.4317,88.95
44,0.0350114,99.4511,89.07
45,0.0350657,99.4456,89.18
46,0.0351042,99.4406,89.2
47,0.0348794,99.4417,89.23
48,0.034969,99.445,89.24
49,0.0349727,99.4289,89.29
50,0.0347834,99.4394,89.28
