epoch,train_loss,train_acc,test_acc
1,0.0333882,99.2513,54.55
2,0.0310429,99.394,72.35
3,0.0292796,99.4793,79.57
4,0.0281535,99.5097,82.52
5,0.0360234,99.4428,84.21
6,0.0350947,99.45,84.84
7,0.034365,99.4617,85.34
8,0.0337208,99.4539,85.7
9,0.0332347,99.4661,86.02
10,0.0326361,99.465,86.33
11,0.0323257,99.475,86.72
12,0.0321549,99.4694,86.98
13,0.0317278,99.4728,87.15
14,0.0314445,99.47,87.35
15,0.0312208,99.4656,87.52
16,0.0309442,99.4572,87.62
17,0.0309178,99.4644,87.66
18,0.0306924,99.4628,87.72
19,0.0305446,99.4639,87.8
20,0.0303221,99.4644,87.89
21,0.0302399,99.4633,87.97
22,0.0300464,99.4633,88.1
23,0.0299658,99.4628,88.16
24,0.0299974,99.4572,88.25
25,0.0298008,99.4694,88.33
26,0.0295108,99.4672,88.39
27,0.0295516,99.455,88.44
28,0.0294668,99.4533,88.52
29,0.0293944,99.4561,88.51
30,0.0293833,99.4511,88.54
31,0.0291819,99.4672,88.57
32,0.0291319,99.4728,88.65
33,0.0290408,99.4628,88.67
34,0.0289448,99.4594,88.7
35,0.0288876,99.4533,88.76
36,0.0288279,99.4689,88.76
37,0.0286915,99.4617,88.78
38,0.0286359,99.4611,88.81
39,0.0287284,99.4594,88.8
40,0.028619,99.4594,88.86
41,0.0285689,99.4589,88.91
42,0.0285414,99.4511,88.95
43,0.028449,99.4572,88.96
44,0.0283569,99.4589,89.01
45,0.0283033,99.4756,89.02
46,0.0283648,99.4539,89.05
47,0.0282251,99.4517,89.08
48,0.0281399,99.4628,89.13
49,0.0281486,99.4689,89.15
50,0.0281389,99.4667,89.15
51,0.0280324,99.4728,89.18
52,0.0278586,99.4622,89.17
53,0.0280929,99.4544,89.18
