Softmax regression: 10 classes; 784 features
Epoch 1 | Loss: 0.557967 | Train Accuracy: 86.0933% | Test Accuracy: 89.99%
Epoch 2 | Loss: 0.366208 | Train Accuracy: 89.7567% | Test Accuracy: 90.86%
Epoch 3 | Loss: 0.336825 | Train Accuracy: 90.48% | Test Accuracy: 91.28%
Epoch 4 | Loss: 0.321544 | Train Accuracy: 90.86% | Test Accuracy: 91.34%
Epoch 5 | Loss: 0.311817 | Train Accuracy: 91.17% | Test Accuracy: 91.58%
Epoch 6 | Loss: 0.304872 | Train Accuracy: 91.4467% | Test Accuracy: 91.62%
Epoch 7 | Loss: 0.299564 | Train Accuracy: 91.5167% | Test Accuracy: 91.85%
Epoch 8 | Loss: 0.295284 | Train Accuracy: 91.65% | Test Accuracy: 91.94%
Epoch 9 | Loss: 0.291717 | Train Accuracy: 91.75% | Test Accuracy: 91.93%
Epoch 10 | Loss: 0.288827 | Train Accuracy: 91.885% | Test Accuracy: 91.99%
Epoch 11 | Loss: 0.286274 | Train Accuracy: 91.9317% | Test Accuracy: 92.1%
Epoch 12 | Loss: 0.283908 | Train Accuracy: 92% | Test Accuracy: 92.01%
Epoch 13 | Loss: 0.282139 | Train Accuracy: 92.0717% | Test Accuracy: 92.07%
Epoch 14 | Loss: 0.279977 | Train Accuracy: 92.1267% | Test Accuracy: 91.92%
Epoch 15 | Loss: 0.278412 | Train Accuracy: 92.2117% | Test Accuracy: 92.18%
Epoch 16 | Loss: 0.277126 | Train Accuracy: 92.275% | Test Accuracy: 92.08%
Epoch 17 | Loss: 0.275671 | Train Accuracy: 92.27% | Test Accuracy: 92.18%
Epoch 18 | Loss: 0.27457 | Train Accuracy: 92.315% | Test Accuracy: 92.05%
Epoch 19 | Loss: 0.273134 | Train Accuracy: 92.3983% | Test Accuracy: 92.26%
Epoch 20 | Loss: 0.272257 | Train Accuracy: 92.3433% | Test Accuracy: 92.11%
Epoch 21 | Loss: 0.271238 | Train Accuracy: 92.4267% | Test Accuracy: 92.11%
Epoch 22 | Loss: 0.270334 | Train Accuracy: 92.4417% | Test Accuracy: 92.19%
Epoch 23 | Loss: 0.269296 | Train Accuracy: 92.445% | Test Accuracy: 92.14%
Epoch 24 | Loss: 0.268561 | Train Accuracy: 92.495% | Test Accuracy: 92.2%
Epoch 25 | Loss: 0.267686 | Train Accuracy: 92.5683% | Test Accuracy: 92.27%
Epoch 26 | Loss: 0.267004 | Train Accuracy: 92.585% | Test Accuracy: 92.35%
Epoch 27 | Loss: 0.266242 | Train Accuracy: 92.595% | Test Accuracy: 92.27%
Epoch 28 | Loss: 0.265591 | Train Accuracy: 92.615% | Test Accuracy: 92.28%
Epoch 29 | Loss: 0.264839 | Train Accuracy: 92.64% | Test Accuracy: 92.24%
Epoch 30 | Loss: 0.26442 | Train Accuracy: 92.6917% | Test Accuracy: 92.35%
Epoch 31 | Loss: 0.263686 | Train Accuracy: 92.6767% | Test Accuracy: 92.34%
Epoch 32 | Loss: 0.263055 | Train Accuracy: 92.66% | Test Accuracy: 92.41%
Epoch 33 | Loss: 0.262544 | Train Accuracy: 92.7033% | Test Accuracy: 92.31%
Epoch 34 | Loss: 0.262064 | Train Accuracy: 92.735% | Test Accuracy: 92.29%
Epoch 35 | Loss: 0.2615 | Train Accuracy: 92.7233% | Test Accuracy: 92.34%
Epoch 36 | Loss: 0.260878 | Train Accuracy: 92.8017% | Test Accuracy: 92.43%
Epoch 37 | Loss: 0.260347 | Train Accuracy: 92.7717% | Test Accuracy: 92.23%
Epoch 38 | Loss: 0.260075 | Train Accuracy: 92.7517% | Test Accuracy: 92.38%
Epoch 39 | Loss: 0.259547 | Train Accuracy: 92.78% | Test Accuracy: 92.25%
Epoch 40 | Loss: 0.259164 | Train Accuracy: 92.86% | Test Accuracy: 92.45%
Epoch 41 | Loss: 0.258759 | Train Accuracy: 92.845% | Test Accuracy: 92.46%
Epoch 42 | Loss: 0.258386 | Train Accuracy: 92.83% | Test Accuracy: 92.53%
Epoch 43 | Loss: 0.257789 | Train Accuracy: 92.8933% | Test Accuracy: 92.42%
Epoch 44 | Loss: 0.257493 | Train Accuracy: 92.8933% | Test Accuracy: 92.29%
Epoch 45 | Loss: 0.257221 | Train Accuracy: 92.885% | Test Accuracy: 92.47%
Epoch 46 | Loss: 0.25671 | Train Accuracy: 92.9267% | Test Accuracy: 92.51%
Epoch 47 | Loss: 0.256576 | Train Accuracy: 92.91% | Test Accuracy: 92.56%
Epoch 48 | Loss: 0.2561 | Train Accuracy: 92.8867% | Test Accuracy: 92.37%
Epoch 49 | Loss: 0.255799 | Train Accuracy: 92.9667% | Test Accuracy: 92.44%
Epoch 50 | Loss: 0.255501 | Train Accuracy: 92.9667% | Test Accuracy: 92.39%

[Centralised] Done. Centralised data saved to /home/lily/HPC_Assignment/problem1/federated_clustering_mpi/metrics/single_7/centralised/centralised
