epoch,train_loss,train_acc,test_acc
1,0.0349338,99.2373,52.88
2,0.0323946,99.433,72.4
3,0.0306119,99.5153,78.9
4,0.0293658,99.5343,81.47
5,0.0386278,99.4728,82.9
6,0.0377179,99.4617,83.81
7,0.0368522,99.4883,84.52
8,0.036093,99.4989,85.09
9,0.0356458,99.4872,85.67
10,0.0351906,99.4839,86.02
11,0.0348935,99.475,86.24
12,0.034426,99.4939,86.53
13,0.0340511,99.5011,86.83
14,0.0338094,99.4983,87.05
15,0.0335987,99.4978,87.32
16,0.0335114,99.4783,87.46
17,0.0332652,99.4856,87.66
18,0.0329548,99.4856,87.78
19,0.0328589,99.4722,87.88
20,0.0326471,99.4861,88.01
21,0.0325461,99.4772,88.03
22,0.0324493,99.485,88.14
23,0.0323187,99.4789,88.28
24,0.0323722,99.4639,88.42
25,0.0322257,99.455,88.45
26,0.0321999,99.4728,88.55
27,0.0320463,99.475,88.58
28,0.0318785,99.4706,88.61
29,0.0318198,99.4656,88.77
30,0.0318576,99.46,88.78
31,0.0316078,99.4678,88.82
32,0.0316902,99.4594,88.87
33,0.0315171,99.4689,88.98
34,0.0314899,99.4622,88.95
35,0.0313817,99.4556,88.97
36,0.0314406,99.4522,88.99
37,0.031332,99.45,89.04
38,0.0312556,99.4567,89.08
39,0.0312189,99.4411,89.14
40,0.0311856,99.435,89.15
41,0.0311584,99.445,89.22
42,0.0311319,99.4439,89.21
43,0.0311152,99.4311,89.28
44,0.0309202,99.4528,89.27
45,0.0309605,99.4489,89.32
46,0.030947,99.4456,89.38
47,0.0307331,99.4506,89.37
48,0.0308353,99.4583,89.4
49,0.0307342,99.4472,89.44
50,0.0307317,99.43,89.44
