epoch,train_loss,train_acc,test_acc
1,0.0333902,99.246,59.53
2,0.0310729,99.405,75.79
3,0.0292884,99.4813,80.95
4,0.0281635,99.5137,83.01
5,0.0360406,99.4311,84.34
6,0.0351268,99.4594,85
7,0.0343824,99.4628,85.5
8,0.0337426,99.4517,85.89
9,0.0332414,99.4589,86.22
10,0.0326555,99.4706,86.46
11,0.0323318,99.4722,86.72
12,0.0321575,99.4656,86.96
13,0.0317495,99.4644,87.16
14,0.0314432,99.4661,87.27
15,0.031235,99.4733,87.45
16,0.0309474,99.4617,87.68
17,0.0309003,99.4622,87.75
18,0.030693,99.4633,87.85
19,0.0305465,99.4517,87.95
20,0.0303179,99.4644,88.08
21,0.0302251,99.4633,88.16
22,0.030052,99.4672,88.19
23,0.0299635,99.4694,88.29
24,0.0299858,99.4506,88.35
25,0.029785,99.4678,88.48
26,0.0295045,99.4678,88.51
27,0.0295378,99.4622,88.57
28,0.0294597,99.4517,88.57
29,0.029392,99.4639,88.61
30,0.0293831,99.4567,88.7
31,0.0291664,99.4717,88.71
32,0.0291239,99.4594,88.76
33,0.029017,99.46,88.81
34,0.0289335,99.46,88.79
35,0.0288778,99.4517,88.83
36,0.0288091,99.4733,88.84
37,0.028667,99.4639,88.89
38,0.0286155,99.4633,88.89
39,0.0287074,99.465,89
40,0.0286023,99.4544,89.04
41,0.0285454,99.4694,89
42,0.0285282,99.4433,89.06
43,0.0284264,99.4639,89.1
44,0.0283317,99.4589,89.09
45,0.0282802,99.4744,89.12
46,0.0283444,99.4556,89.17
47,0.0282016,99.4506,89.18
48,0.0281178,99.4633,89.26
49,0.028126,99.4733,89.3
50,0.0281232,99.4628,89.26
51,0.0280031,99.4744,89.22
52,0.0278394,99.4733,89.22
53,0.0280606,99.4572,89.23
