epoch,train_loss,train_acc,test_acc
1,0.0378151,99.2447,51.8
2,0.0352586,99.448,69.77
3,0.0332899,99.557,76.5
4,0.0318626,99.6083,79.9
5,0.0439077,99.5133,81.81
6,0.0425984,99.5378,82.96
7,0.0417079,99.5583,83.97
8,0.0408731,99.5417,84.5
9,0.0402619,99.5317,84.92
10,0.0397838,99.5483,85.36
11,0.0390911,99.5461,85.64
12,0.0387517,99.555,85.89
13,0.0382424,99.5528,86.15
14,0.0381873,99.5433,86.37
15,0.037843,99.5444,86.59
16,0.037697,99.5294,86.77
17,0.0373005,99.5444,86.93
18,0.0373789,99.5156,87.2
19,0.0370176,99.5194,87.42
20,0.0367475,99.5439,87.53
21,0.0366912,99.515,87.6
22,0.0366678,99.5183,87.67
23,0.0366484,99.4878,87.81
24,0.0362828,99.5072,87.9
25,0.0363298,99.4828,87.96
26,0.036137,99.5056,88.02
27,0.0361158,99.4917,88.14
28,0.0359058,99.5006,88.23
29,0.0360465,99.4928,88.28
30,0.0358487,99.4872,88.36
31,0.0357175,99.4894,88.47
32,0.0357115,99.4606,88.52
33,0.0355968,99.4622,88.59
34,0.0355316,99.4722,88.65
35,0.035372,99.4817,88.68
36,0.0354225,99.4711,88.76
37,0.0354607,99.465,88.79
38,0.0353445,99.4578,88.82
39,0.0352479,99.4772,88.8
40,0.0352528,99.4833,88.83
41,0.0350831,99.4839,88.93
42,0.0352338,99.4639,88.93
43,0.035217,99.4461,88.95
44,0.0350282,99.4567,89.03
45,0.0350808,99.4439,89.04
46,0.0351074,99.4444,89.1
47,0.0348953,99.4506,89.1
48,0.0349825,99.4478,89.11
49,0.034976,99.4372,89.11
50,0.0347895,99.4411,89.1
