sweep_id,run_id,date_time_started,num_processes,num_nodes,data_distribution,epochs_to_80,run_time_seconds
1,label_shard_noniid_np13_rep1,2026-05-17_15-20-34,13,1,label_shard_noniid,6,12.5276
1,label_shard_noniid_np13_rep2,2026-05-17_15-20-47,13,1,label_shard_noniid,6,10.8916
1,label_shard_noniid_np13_rep3,2026-05-17_15-20-59,13,1,label_shard_noniid,6,10.8488
1,label_shard_noniid_np16_rep1,2026-05-17_15-21-10,16,1,label_shard_noniid,8,9.74052
1,label_shard_noniid_np16_rep2,2026-05-17_15-21-20,16,1,label_shard_noniid,8,10.0825
1,label_shard_noniid_np16_rep3,2026-05-17_15-21-31,16,1,label_shard_noniid,8,10.3161
1,label_shard_noniid_np3_rep1,2026-05-17_15-15-46,3,1,label_shard_noniid,3,38.7607
1,label_shard_noniid_np3_rep2,2026-05-17_15-16-25,3,1,label_shard_noniid,3,38.8236
1,label_shard_noniid_np3_rep3,2026-05-17_15-17-05,3,1,label_shard_noniid,3,38.877
1,label_shard_noniid_np5_rep1,2026-05-17_15-17-44,5,1,label_shard_noniid,9,21.6096
1,label_shard_noniid_np5_rep2,2026-05-17_15-18-06,5,1,label_shard_noniid,9,21.6897
1,label_shard_noniid_np5_rep3,2026-05-17_15-18-29,5,1,label_shard_noniid,8,21.6928
1,label_shard_noniid_np7_rep1,2026-05-17_15-18-51,7,1,label_shard_noniid,33,16.2434
1,label_shard_noniid_np7_rep2,2026-05-17_15-19-08,7,1,label_shard_noniid,33,18.0849
1,label_shard_noniid_np7_rep3,2026-05-17_15-19-27,7,1,label_shard_noniid,33,16.2227
1,label_shard_noniid_np9_rep1,2026-05-17_15-19-43,9,1,label_shard_noniid,26,16.1768
1,label_shard_noniid_np9_rep2,2026-05-17_15-20-00,9,1,label_shard_noniid,24,16.0789
1,label_shard_noniid_np9_rep3,2026-05-17_15-20-17,9,1,label_shard_noniid,26,16.0932
