round,loss,train_acc
1,0.0290593,99.5141
2,0.0263256,99.7492
3,0.0242147,99.9373
4,0.022269,99.9843
5,0.0327459,99.9216
6,0.0306499,99.9739
7,0.0304542,99.9216
8,0.0295388,99.8433
9,0.0301654,99.8694
10,0.0286608,99.9478
11,0.0281852,99.8955
12,0.0286956,99.8171
13,0.027395,99.9216
14,0.0276545,99.8171
15,0.0283017,99.8694
16,0.0273366,99.8694
17,0.0276797,99.7649
18,0.0277899,99.7388
19,0.0266251,99.8694
20,0.0263053,99.8694
21,0.0265751,99.8433
22,0.0260968,99.8955
23,0.0268476,99.6865
24,0.0263451,99.791
25,0.0268081,99.7126
26,0.0265347,99.8171
27,0.0263058,99.791
28,0.025892,99.7649
29,0.0262752,99.7649
30,0.0259601,99.8171
31,0.0259272,99.7388
32,0.0259171,99.7388
33,0.0253447,99.7388
34,0.0254354,99.7649
35,0.0255632,99.6604
36,0.0262018,99.7388
37,0.025019,99.7649
38,0.0249204,99.7649
39,0.0253899,99.7388
40,0.0249235,99.791
41,0.0244798,99.7388
42,0.0251587,99.7388
43,0.0245497,99.8694
44,0.0252059,99.6865
45,0.0246927,99.7388
46,0.0248552,99.7388
47,0.0243965,99.6865
48,0.0244215,99.791
49,0.02454,99.7649
50,0.025151,99.7126
