round,loss,train_acc
1,0.0255218,99.6238
2,0.0245629,99.8433
3,0.0231743,99.9216
4,0.0224238,99.906
5,0.0344203,99.7388
6,0.0334716,99.8694
7,0.032751,99.8171
8,0.0312987,99.791
9,0.0311991,99.791
10,0.0314381,99.791
11,0.0312382,99.7388
12,0.0305324,99.8694
13,0.0303644,99.791
14,0.0302839,99.7388
15,0.0309686,99.8171
16,0.0306788,99.7126
17,0.030462,99.6343
18,0.0302107,99.6604
19,0.0305849,99.7388
20,0.029873,99.791
21,0.0298883,99.6865
22,0.0309568,99.7388
23,0.0303501,99.6081
24,0.030312,99.6865
25,0.0304531,99.6343
26,0.0303697,99.7126
27,0.030098,99.7126
28,0.0310323,99.5559
29,0.0326331,99.582
30,0.0304033,99.7388
31,0.0312116,99.582
32,0.0299687,99.6081
33,0.0310239,99.582
34,0.0308033,99.6081
35,0.0314823,99.5559
36,0.0313855,99.6604
37,0.0307707,99.6604
38,0.0304086,99.6865
39,0.0305912,99.7126
40,0.0313164,99.6604
41,0.0302503,99.6343
42,0.0311886,99.6604
43,0.0316526,99.5037
44,0.0300429,99.6343
45,0.031609,99.6081
46,0.0303718,99.6865
47,0.0309335,99.7126
48,0.0305755,99.6081
49,0.0321787,99.5037
50,0.0314122,99.582
