epoch,train_loss,train_acc,test_acc
1,0.037945,99.2463,49.07
2,0.0353216,99.4357,64.81
3,0.0333803,99.5457,72.63
4,0.0319315,99.5917,77.07
5,0.0439579,99.5072,79.56
6,0.0426625,99.5206,81.38
7,0.0417453,99.5539,82.44
8,0.0409267,99.5528,83.22
9,0.0403198,99.5283,84
10,0.0398241,99.545,84.71
11,0.0391224,99.555,85.19
12,0.0387652,99.5444,85.47
13,0.0382497,99.5656,85.78
14,0.0381856,99.55,86.06
15,0.0378399,99.5544,86.32
16,0.0376809,99.5256,86.57
17,0.0372811,99.54,86.87
18,0.0373713,99.5128,87.02
19,0.0369979,99.5156,87.21
20,0.0367159,99.5361,87.42
21,0.0366638,99.5222,87.63
22,0.0366563,99.5228,87.65
23,0.0366157,99.4922,87.78
24,0.0362479,99.515,87.84
25,0.036301,99.4883,88
26,0.0361049,99.5078,88.07
27,0.0360823,99.4939,88.21
28,0.0358834,99.4917,88.35
29,0.0360146,99.4828,88.38
30,0.0358084,99.4817,88.48
31,0.035707,99.4867,88.51
32,0.035675,99.4611,88.57
33,0.0355579,99.4544,88.66
34,0.0355053,99.4644,88.75
35,0.0353508,99.4744,88.78
36,0.0353826,99.4717,88.87
37,0.0354324,99.4594,88.93
38,0.0353117,99.4639,88.93
39,0.0352286,99.4783,89.01
40,0.0352145,99.4728,89.07
41,0.0350493,99.4811,89.14
42,0.0352069,99.4661,89.16
43,0.0351587,99.4328,89.15
44,0.0349904,99.4506,89.23
45,0.0350397,99.4467,89.25
46,0.035071,99.4467,89.27
47,0.0348644,99.4411,89.34
48,0.0349484,99.4483,89.39
49,0.0349513,99.4372,89.38
50,0.0347645,99.4489,89.36
