round,loss,train_acc
1,0.027184,99.5141
2,0.0242055,99.7806
3,0.0221123,99.953
4,0.021076,99.9216
5,0.0298628,100
6,0.0300033,99.9216
7,0.0286847,99.9216
8,0.0273711,99.9739
9,0.0273836,99.9478
10,0.0273147,99.9478
11,0.0267065,99.9739
12,0.0270267,99.8433
13,0.0262931,99.8694
14,0.0266612,99.791
15,0.0262401,99.8955
16,0.0273164,99.791
17,0.0257436,99.8955
18,0.0267082,99.8171
19,0.0260784,99.7649
20,0.0263393,99.8433
21,0.0262793,99.7649
22,0.0268112,99.6865
23,0.0261377,99.6865
24,0.026137,99.7649
25,0.0256985,99.6604
26,0.0268009,99.6865
27,0.0257832,99.7388
28,0.0257584,99.7388
29,0.0266593,99.7126
30,0.0257823,99.6865
31,0.0252758,99.7126
32,0.0255988,99.6865
33,0.0255114,99.6865
34,0.0257756,99.6343
35,0.0256588,99.7126
36,0.0261797,99.5298
37,0.0261741,99.6343
38,0.0265101,99.6081
39,0.0253543,99.582
40,0.0258631,99.582
41,0.0265206,99.5037
42,0.0262327,99.6081
43,0.0261229,99.6343
