epoch,train_loss,train_acc,test_acc
1,0.0337743,99.2333,51.37
2,0.0312858,99.375,72.39
3,0.0294378,99.4667,79.6
4,0.0282919,99.4987,82.66
5,0.0361636,99.4289,84.1
6,0.0352435,99.44,85.05
7,0.0344799,99.4483,85.71
8,0.0338182,99.435,86.07
9,0.0333211,99.4589,86.24
10,0.0327378,99.4478,86.63
11,0.0324199,99.4683,86.83
12,0.0322352,99.4594,87.1
13,0.0318264,99.4628,87.39
14,0.03151,99.4644,87.55
15,0.0312839,99.4633,87.69
16,0.030994,99.46,87.87
17,0.0309809,99.4533,87.94
18,0.0307409,99.4567,88.06
19,0.0306105,99.4544,88.17
20,0.0303715,99.4589,88.26
21,0.0302856,99.4556,88.33
22,0.0300958,99.46,88.39
23,0.0300066,99.4506,88.51
24,0.0300451,99.4444,88.53
25,0.0298463,99.4633,88.54
26,0.0295498,99.4572,88.65
27,0.0295867,99.46,88.67
28,0.0295137,99.45,88.76
29,0.029431,99.4567,88.81
30,0.0294217,99.45,88.86
31,0.0292221,99.4617,88.91
32,0.0291674,99.4594,88.94
33,0.0290646,99.4533,88.93
34,0.0289843,99.4556,88.94
35,0.0289253,99.4544,88.99
36,0.028856,99.4611,89.02
37,0.0287069,99.4572,89.01
38,0.0286667,99.4533,89.07
39,0.0287547,99.4611,89.2
40,0.0286538,99.4517,89.19
41,0.028591,99.4556,89.2
42,0.0285752,99.4394,89.23
43,0.0284735,99.4517,89.25
44,0.0283716,99.4561,89.25
45,0.0283329,99.4656,89.26
46,0.0283951,99.4478,89.26
47,0.0282513,99.4478,89.27
48,0.0281572,99.4589,89.33
49,0.0281645,99.4644,89.31
50,0.0281639,99.455,89.36
51,0.0280462,99.47,89.36
52,0.0278756,99.4567,89.35
53,0.0281013,99.4489,89.37
