epoch,train_loss,train_acc,test_acc
1,0.0338289,99.228,54.56
2,0.0313043,99.3863,74.51
3,0.0294315,99.4813,80.53
4,0.0282728,99.5063,82.98
5,0.0361373,99.4394,84.1
6,0.0351932,99.4578,84.73
7,0.0344439,99.46,85.22
8,0.033783,99.4522,85.75
9,0.0332704,99.47,85.97
10,0.0326797,99.4667,86.31
11,0.0323592,99.4694,86.61
12,0.0322044,99.4661,86.86
13,0.0317764,99.4644,87.08
14,0.0314651,99.4694,87.17
15,0.0312545,99.4683,87.37
16,0.0309647,99.455,87.6
17,0.0309348,99.4611,87.68
18,0.0307181,99.4578,87.72
19,0.0305913,99.4567,87.92
20,0.0303434,99.4633,88.05
21,0.0302459,99.4706,88.1
22,0.0300752,99.4611,88.15
23,0.0299774,99.4628,88.2
24,0.0300152,99.4422,88.23
25,0.0298167,99.4661,88.29
26,0.029526,99.4617,88.39
27,0.0295694,99.4561,88.5
28,0.0294962,99.45,88.56
29,0.0294168,99.4667,88.58
30,0.0294011,99.4578,88.65
31,0.0291861,99.4744,88.71
32,0.0291482,99.4628,88.74
33,0.0290536,99.4567,88.76
34,0.0289607,99.4561,88.83
35,0.0289069,99.4556,88.87
36,0.0288292,99.47,88.85
37,0.0286848,99.4628,88.78
38,0.0286446,99.4611,88.82
39,0.0287292,99.4633,88.95
40,0.0286324,99.455,88.95
