round,loss,train_acc
1,0.0232041,99.5611
2,0.0211249,99.6708
3,0.0197947,99.8746
4,0.0197397,99.8119
5,0.030665,99.6604
6,0.0289549,99.7126
7,0.0280553,99.7126
8,0.028938,99.7126
9,0.0284647,99.7649
10,0.0281884,99.791
11,0.0268087,99.791
12,0.028221,99.7649
13,0.0280975,99.6604
14,0.0274634,99.7649
15,0.0264938,99.8955
16,0.0271511,99.8433
17,0.0266964,99.8171
18,0.0280626,99.7649
19,0.0289154,99.6081
20,0.0261439,99.8433
21,0.0275061,99.7649
22,0.0267305,99.8171
23,0.0265082,99.791
24,0.027712,99.7388
25,0.0274426,99.791
26,0.0270999,99.8171
27,0.0285034,99.6343
28,0.0271207,99.7388
29,0.027401,99.7649
30,0.0274845,99.7126
31,0.0267769,99.8433
32,0.0273035,99.7649
33,0.0275428,99.7649
34,0.0269697,99.7388
35,0.0273734,99.8433
36,0.0260803,99.8433
37,0.0273141,99.5559
38,0.0276792,99.7126
39,0.0273634,99.7126
40,0.0284152,99.7126
41,0.0278218,99.7649
42,0.0288323,99.6865
43,0.0277642,99.7126
44,0.0278782,99.7388
45,0.0280142,99.7126
46,0.0273525,99.6865
47,0.0278067,99.6865
48,0.0277044,99.6604
49,0.0289245,99.6343
50,0.0282153,99.6604
