round,loss,train_acc
1,0.131711,96.4263
2,0.126876,96.6458
3,0.124597,96.7398
4,0.120964,96.8966
5,0.145214,96.6301
6,0.142199,96.3427
7,0.140856,96.5256
8,0.137098,96.395
9,0.135364,96.6301
10,0.136392,96.5779
11,0.133732,96.6562
12,0.131825,96.6823
13,0.131212,96.604
14,0.130625,96.813
15,0.128559,96.604
16,0.128354,96.6301
17,0.127611,96.5517
18,0.125949,96.7607
19,0.12534,96.8652
20,0.124567,96.8652
21,0.122822,96.8652
22,0.123617,96.7607
23,0.123636,96.604
24,0.121211,96.9174
25,0.121931,96.7085
26,0.120055,96.7607
27,0.120402,96.8391
28,0.119852,96.813
29,0.119053,96.9174
30,0.118843,96.6823
31,0.117911,96.8913
32,0.118364,96.7085
33,0.117981,96.8913
34,0.117161,96.8913
35,0.11632,97.1003
36,0.11584,96.8652
37,0.116075,96.9436
38,0.115836,96.7607
39,0.114978,96.8652
40,0.11565,96.9958
41,0.114802,96.9174
42,0.114427,96.9958
43,0.114011,96.9174
44,0.113599,96.9958
45,0.112915,96.9958
46,0.1141,97.0219
47,0.113651,96.8913
48,0.112689,96.9697
49,0.112609,97.0481
50,0.111437,96.9958
