round,loss,train_acc
1,0.0314967,99.5611
2,0.0298009,99.7649
3,0.0280271,99.8119
4,0.0280938,99.8119
5,0.0409913,99.6604
6,0.040463,99.582
7,0.0396704,99.6343
8,0.0394266,99.7649
9,0.0393354,99.6081
10,0.0387507,99.7126
11,0.0371757,99.7126
12,0.037371,99.7126
13,0.0364179,99.6604
14,0.0373078,99.6604
15,0.0362928,99.6604
16,0.0363311,99.7126
17,0.0358382,99.7388
18,0.0358294,99.6604
19,0.0357924,99.6865
20,0.0347909,99.791
21,0.0347033,99.8171
22,0.035264,99.7388
23,0.0356569,99.6865
24,0.0352749,99.7126
25,0.0342049,99.7388
26,0.0348718,99.6343
27,0.0342272,99.6865
28,0.033815,99.6604
29,0.033997,99.7126
30,0.034544,99.6865
31,0.0339916,99.7649
32,0.0348567,99.582
33,0.0349147,99.6081
34,0.0333869,99.7126
35,0.0335668,99.7388
36,0.033009,99.7388
37,0.0341865,99.6081
38,0.0329113,99.6604
39,0.0329716,99.6081
40,0.0328605,99.791
41,0.0346637,99.5037
42,0.0333472,99.6343
43,0.0336571,99.6343
44,0.0330759,99.6865
45,0.0329278,99.7649
46,0.0335458,99.6081
47,0.0326071,99.6081
48,0.0340938,99.6081
49,0.0320208,99.7126
50,0.0328226,99.7388
