round,loss,train_acc
1,0.0242366,99.8589
2,0.0236638,99.906
3,0.0234276,99.9373
4,0.0226503,99.9373
5,0.0349836,99.8694
6,0.0341452,99.8694
7,0.0339361,99.8433
8,0.0336485,99.8171
9,0.0334295,99.8955
10,0.03383,99.8171
11,0.0343337,99.7649
12,0.034295,99.6343
13,0.032485,99.8694
14,0.0331379,99.791
15,0.0346636,99.582
16,0.0331922,99.8171
17,0.0333507,99.6081
18,0.035034,99.5037
19,0.0338425,99.6343
20,0.0338528,99.7388
21,0.0343197,99.5298
22,0.0341529,99.5559
23,0.0340942,99.6604
24,0.0332019,99.6081
25,0.0345099,99.5559
26,0.034399,99.5037
27,0.035131,99.3992
28,0.0349429,99.4514
29,0.0363354,99.4514
30,0.0356755,99.4253
31,0.0344517,99.582
32,0.0355959,99.4253
33,0.0355292,99.4514
34,0.0357656,99.3469
35,0.0350847,99.4253
36,0.035515,99.373
37,0.0363707,99.2947
38,0.0347218,99.373
39,0.0360625,99.373
40,0.0354869,99.3992
41,0.0352627,99.2947
42,0.0358418,99.3992
43,0.0361497,99.4253
44,0.0358488,99.373
45,0.0364442,99.3469
46,0.0356272,99.373
47,0.0357918,99.2947
48,0.0346875,99.4514
49,0.0364256,99.2947
50,0.0350383,99.4514
