round,loss,train_acc
1,0.0256338,99.5141
2,0.0227784,99.7962
3,0.0213687,99.8276
4,0.0203473,99.9216
5,0.0293505,99.8694
6,0.0286623,99.8694
7,0.0294604,99.8433
8,0.0286758,99.8955
9,0.0271911,99.9216
10,0.0278649,99.8694
11,0.0279469,99.8955
12,0.0272287,99.8955
13,0.0270548,99.8433
14,0.0276074,99.791
15,0.0281222,99.791
16,0.0281767,99.7649
17,0.0276239,99.8694
18,0.0272384,99.8433
19,0.0279135,99.791
20,0.0284965,99.6604
21,0.0284466,99.6604
22,0.0276094,99.8433
23,0.0286393,99.6343
24,0.0275631,99.7388
25,0.0281198,99.6865
26,0.028192,99.7126
27,0.0270897,99.7649
28,0.0277086,99.6343
29,0.0273985,99.7649
30,0.0276798,99.7649
31,0.0276476,99.6865
32,0.0291438,99.6081
33,0.0271292,99.7649
34,0.028866,99.6604
35,0.0286502,99.5559
36,0.0275109,99.6343
37,0.0282762,99.7126
38,0.0292005,99.6081
39,0.0278429,99.7126
40,0.0271304,99.7126
41,0.0285274,99.7126
42,0.02897,99.6604
43,0.0283794,99.6081
44,0.0273714,99.6343
45,0.0290234,99.6604
46,0.0273068,99.7126
47,0.0279026,99.7649
48,0.0273999,99.6343
49,0.0297168,99.5037
50,0.0282457,99.6604
