epoch,train_loss,train_acc,test_acc
1,0.0310013,99.3437,45.95
2,0.0284979,99.508,60.54
3,0.0270045,99.5677,68.24
4,0.0257279,99.611,72.69
5,0.0342966,99.5189,75.57
6,0.0333308,99.5511,77.41
7,0.0326188,99.57,78.94
8,0.0319852,99.5644,80.42
9,0.0314864,99.5761,81.37
10,0.0310087,99.5672,82.32
11,0.0306872,99.5744,82.9
12,0.0303844,99.5689,83.55
13,0.0300857,99.5694,83.9
14,0.0300404,99.5594,84.22
15,0.0296988,99.5739,84.68
16,0.0295791,99.5617,85.04
17,0.0293608,99.5611,85.31
18,0.0290944,99.5667,85.57
19,0.0291444,99.5611,85.71
20,0.0287877,99.5844,85.91
21,0.028826,99.5556,86.17
22,0.0287362,99.5767,86.29
23,0.0286485,99.5517,86.39
24,0.0284854,99.5444,86.56
25,0.0283616,99.5594,86.64
26,0.0281963,99.5483,86.7
27,0.0282221,99.55,86.84
28,0.0280504,99.5656,86.87
29,0.0280458,99.5611,87.05
30,0.0279244,99.5411,87.22
31,0.0279448,99.5572,87.28
32,0.0278357,99.5606,87.31
33,0.0277472,99.5578,87.41
34,0.0277674,99.5539,87.39
35,0.0276947,99.545,87.47
36,0.0275328,99.5583,87.52
37,0.0276026,99.5367,87.58
38,0.0275616,99.5511,87.61
39,0.027504,99.5433,87.7
40,0.0274044,99.5594,87.73
41,0.0274259,99.5394,87.8
42,0.0274493,99.5517,87.81
43,0.027191,99.5533,87.88
44,0.0271273,99.5606,87.91
45,0.027291,99.5433,87.96
46,0.0272416,99.5533,87.93
47,0.0271095,99.5461,88.05
48,0.0271146,99.5361,88.09
49,0.0270456,99.5544,88.17
50,0.0270929,99.5383,88.16
51,0.0270102,99.5494,88.16
52,0.0270091,99.5467,88.17
53,0.0270387,99.535,88.21
54,0.0270991,99.5356,88.22
