round,loss,train_acc
1,0.0145149,99.6905
2,0.0138216,99.7002
3,0.0125454,99.8066
4,0.0117968,99.9033
5,0.0164745,99.871
6,0.0167357,99.9194
7,0.0158626,99.9355
8,0.0157546,99.8872
9,0.0153699,99.8872
10,0.0147158,99.9194
11,0.0148979,99.9516
12,0.0145866,99.9516
13,0.0147353,99.8549
14,0.0145193,99.9678
15,0.0147437,99.9516
16,0.0137146,99.9355
17,0.0143726,99.9194
18,0.0141212,99.9033
19,0.013903,99.9194
20,0.0136766,99.9516
21,0.0140213,99.8549
22,0.0137609,99.8388
23,0.013504,99.9194
24,0.0136354,99.8872
25,0.0138738,99.9033
26,0.0137126,99.8549
27,0.0139069,99.8549
28,0.0135776,99.8872
29,0.0137341,99.871
30,0.0141212,99.9194
31,0.0133448,99.8549
32,0.013551,99.871
33,0.0136401,99.8872
34,0.01372,99.8388
35,0.0139567,99.8227
36,0.0136832,99.871
37,0.0137535,99.8388
38,0.0139165,99.8227
39,0.0134731,99.8066
40,0.0134333,99.8549
41,0.0134421,99.871
42,0.0135697,99.871
43,0.0132239,99.8872
44,0.0134698,99.8549
45,0.012899,99.8872
46,0.0130436,99.871
47,0.0135631,99.8227
48,0.0130938,99.8388
49,0.0129217,99.8549
50,0.0132364,99.8549
51,0.0133706,99.871
52,0.0135624,99.7421
53,0.0134752,99.8388
54,0.0134862,99.8549
