round,loss,train_acc
1,0.0255931,99.5141
2,0.0226425,99.8119
3,0.021225,99.8119
4,0.0203772,99.906
5,0.0294145,99.8694
6,0.028497,99.9216
7,0.0294772,99.791
8,0.0285363,99.9478
9,0.0270412,99.9478
10,0.0278171,99.9216
11,0.0282436,99.8694
12,0.0273313,99.8955
13,0.0272777,99.8433
14,0.027798,99.8171
15,0.0282491,99.8171
16,0.028467,99.7388
17,0.0278075,99.8171
18,0.027248,99.8433
19,0.0279507,99.8433
20,0.0286589,99.582
21,0.0287322,99.6343
22,0.027788,99.8171
23,0.0288411,99.6604
24,0.0276751,99.791
25,0.0281809,99.6865
26,0.0283158,99.6865
27,0.0271663,99.8433
28,0.0279808,99.6604
29,0.0275938,99.6865
30,0.0278492,99.7126
31,0.0277011,99.7126
32,0.0293341,99.6081
33,0.0271554,99.7649
34,0.0290731,99.7126
35,0.0287575,99.5037
36,0.0276278,99.6081
37,0.0284725,99.7388
38,0.029406,99.582
39,0.0280209,99.7388
40,0.0273012,99.7649
41,0.0284758,99.7126
42,0.0290832,99.6343
43,0.028603,99.6604
44,0.0275849,99.6343
45,0.0290946,99.6081
46,0.027394,99.7126
47,0.028,99.7649
48,0.027468,99.6343
49,0.0299698,99.5037
50,0.0283007,99.6081
