round,loss,train_acc
1,0.0935869,97.6994
2,0.0889048,97.8834
3,0.0854914,98.0368
4,0.0820426,98.1288
5,0.0967186,97.9678
6,0.0941095,97.9422
7,0.0923564,98.07
8,0.0908569,98.0573
9,0.0900091,98.0189
10,0.0878591,98.2234
11,0.0867273,98.1595
12,0.0861828,98.1467
13,0.0856555,98.1467
14,0.0840698,98.2362
15,0.0836458,98.1851
16,0.0826136,98.249
17,0.0834969,98.2745
18,0.0818668,98.3001
19,0.0818302,98.1723
20,0.0815085,98.2362
21,0.0815087,98.2618
22,0.0804668,98.2234
23,0.0805264,98.2618
24,0.0801891,98.3512
25,0.0799561,98.2745
26,0.0789142,98.1979
27,0.0791745,98.3768
28,0.0774527,98.3512
29,0.0791259,98.3129
30,0.0777258,98.3512
31,0.0776597,98.4151
32,0.078001,98.3257
33,0.0773823,98.364
34,0.0765744,98.3768
35,0.0769733,98.3001
36,0.0764334,98.4535
37,0.0756465,98.3129
38,0.0764902,98.3129
39,0.0756577,98.4918
40,0.0753298,98.4024
41,0.075539,98.3768
42,0.0749535,98.364
43,0.0754009,98.3257
44,0.0744961,98.5302
45,0.0742234,98.4663
46,0.0744803,98.3384
47,0.0746442,98.3384
48,0.074426,98.3896
49,0.0745069,98.5046
50,0.0745955,98.3384
