epoch,train_loss,train_acc,test_acc
1,0.0335416,99.2533,52.68
2,0.0311418,99.3923,69.66
3,0.0293382,99.4757,77.51
4,0.0281858,99.506,81.11
5,0.0360846,99.4267,83.13
6,0.035151,99.45,84.37
7,0.0343971,99.4489,85.18
8,0.0337379,99.4511,85.58
9,0.0332348,99.4706,85.98
10,0.0326399,99.4706,86.39
11,0.0323393,99.4694,86.71
12,0.03214,99.4672,86.98
13,0.0317406,99.4628,87.09
14,0.031433,99.4739,87.24
15,0.0311995,99.4711,87.36
16,0.0309279,99.46,87.48
17,0.0308929,99.4622,87.53
18,0.0306828,99.4678,87.71
19,0.0305446,99.4672,87.97
20,0.03031,99.465,87.94
21,0.0302029,99.4722,88.07
22,0.0300381,99.4617,88.11
23,0.0299464,99.4717,88.23
24,0.0299856,99.4533,88.29
25,0.0297836,99.4717,88.44
26,0.0294967,99.4706,88.47
27,0.0295411,99.4622,88.47
28,0.0294553,99.4556,88.55
29,0.0293765,99.4656,88.63
30,0.02937,99.4578,88.67
31,0.0291538,99.4706,88.65
32,0.0291132,99.4633,88.79
33,0.0290178,99.4611,88.84
34,0.0289309,99.4567,88.86
35,0.0288738,99.4572,88.94
36,0.0288102,99.4722,88.95
37,0.0286684,99.465,88.94
38,0.0285955,99.4639,88.96
39,0.0287031,99.4667,89.05
40,0.0285914,99.4622,89.04
41,0.0285548,99.4606,89.08
42,0.0285261,99.4556,89.1
43,0.0284256,99.4617,89.17
44,0.0283355,99.4644,89.17
45,0.0282979,99.4728,89.24
46,0.0283402,99.4578,89.25
47,0.0281965,99.4489,89.24
48,0.0281105,99.4583,89.35
49,0.0281116,99.4833,89.36
50,0.0281185,99.4628,89.35
