epoch,train_loss,train_acc,test_acc
1,0.0311575,99.3457,51.22
2,0.0286332,99.5183,63.01
3,0.0270947,99.573,68.83
4,0.0258283,99.6127,72.81
5,0.0344531,99.5089,75.58
6,0.0334638,99.5556,77.79
7,0.0327209,99.5683,79.6
8,0.0320846,99.5606,80.7
9,0.0315597,99.5794,81.78
10,0.0310874,99.5722,82.66
11,0.0307687,99.5822,83.41
12,0.0304569,99.5717,83.98
13,0.0301479,99.5756,84.45
14,0.0301043,99.5583,84.75
15,0.0297234,99.5728,85.12
16,0.0296381,99.5539,85.4
17,0.0294081,99.5633,85.62
18,0.0291161,99.5683,85.84
19,0.0292011,99.5611,86.01
20,0.0288198,99.5789,86.18
21,0.0288626,99.5522,86.38
22,0.0287706,99.5733,86.49
23,0.0286795,99.555,86.73
24,0.0285264,99.5539,86.82
25,0.0283799,99.5667,86.92
26,0.0282443,99.5494,87.01
27,0.0282528,99.5533,87.12
28,0.0280643,99.5756,87.17
29,0.0280736,99.5644,87.25
30,0.0279561,99.5472,87.34
31,0.0279718,99.5656,87.49
32,0.0278657,99.5567,87.58
33,0.0277609,99.5656,87.66
34,0.0277954,99.5589,87.7
35,0.0277171,99.5456,87.73
36,0.0275497,99.5567,87.79
37,0.0276276,99.5383,87.9
38,0.0275885,99.5483,87.95
39,0.02753,99.5406,87.99
40,0.0274283,99.5611,88.02
41,0.0274589,99.5306,88.02
42,0.0274767,99.5461,88.04
43,0.027227,99.5478,88.07
44,0.0271564,99.5589,88.08
45,0.0273188,99.5433,88.18
46,0.0272649,99.555,88.17
47,0.0271389,99.5561,88.27
48,0.0271308,99.5433,88.24
49,0.0270662,99.5517,88.28
50,0.0271125,99.5361,88.31
51,0.0270313,99.5428,88.37
52,0.0270329,99.5483,88.38
53,0.0270608,99.54,88.42
54,0.0271133,99.5333,88.42
55,0.0269651,99.5511,88.41
56,0.0269469,99.5483,88.41
57,0.0269494,99.545,88.43
58,0.0268282,99.5517,88.46
