round,loss,train_acc
1,0.0640356,98.7331
2,0.0587746,98.9555
3,0.0557978,99.0812
4,0.0532041,99.2166
5,0.0651395,99.0651
6,0.06296,99.1779
7,0.0614021,99.1457
8,0.0597103,99.1296
9,0.0586359,99.2102
10,0.0573924,99.1135
11,0.0554006,99.2908
12,0.0549311,99.1296
13,0.053569,99.2424
14,0.0538428,99.1618
15,0.0521399,99.2102
16,0.052353,99.2263
17,0.0515728,99.2585
18,0.050621,99.2585
19,0.0501867,99.3069
20,0.0493559,99.3069
21,0.0495663,99.2102
22,0.0491467,99.2747
23,0.0494227,99.2102
24,0.0487065,99.2102
25,0.0486086,99.2747
26,0.0478051,99.1779
27,0.0473522,99.3069
28,0.0466731,99.2585
29,0.0471011,99.3391
30,0.0467523,99.2585
31,0.0467503,99.4036
32,0.0457166,99.3553
33,0.0457151,99.3391
34,0.0457318,99.2424
35,0.045539,99.2908
36,0.0449776,99.3553
37,0.0449499,99.323
38,0.0455409,99.2424
39,0.0447469,99.3553
40,0.0451436,99.3069
41,0.0446881,99.2908
42,0.0441283,99.3069
43,0.0442278,99.323
44,0.0438254,99.452
45,0.0437664,99.3553
46,0.0441146,99.323
47,0.0437053,99.323
48,0.0428897,99.3714
49,0.0436617,99.3069
50,0.0436615,99.3553
51,0.0424515,99.4197
52,0.0425932,99.3714
53,0.0429875,99.4036
54,0.0428835,99.3553
55,0.0427717,99.3553
56,0.0432807,99.3391
57,0.0425132,99.3714
58,0.0420352,99.4358
