epoch,train_loss,train_acc,test_acc
1,0.102435,96.9323,43.59
2,0.0927148,97.24,60.44
3,0.0873213,97.3863,69.6
4,0.0840064,97.4867,73.16
5,0.0861321,97.4756,76.26
6,0.0845683,97.5106,77.64
7,0.0832653,97.5461,78.74
8,0.0821767,97.57,79.72
9,0.0814556,97.5856,80.29
10,0.0803183,97.6267,80.15
11,0.0797651,97.6311,81.02
12,0.0791629,97.6461,80.96
13,0.0785887,97.6589,81.2
14,0.0778832,97.67,82.29
15,0.0773995,97.7094,82.11
16,0.0768907,97.7094,82.11
17,0.0763398,97.7322,82.35
18,0.0760374,97.7361,82.39
19,0.0755338,97.7506,82.39
20,0.0752517,97.7761,82.37
21,0.0749285,97.7511,82.5
22,0.0746121,97.7983,82.63
23,0.0743498,97.8078,82.96
24,0.0739161,97.8089,83.09
25,0.0735104,97.8361,82.84
26,0.0733527,97.8056,82.91
27,0.0731206,97.835,82.87
28,0.0727117,97.8389,82.94
29,0.072479,97.8772,83.2
30,0.0723593,97.8417,83.1
31,0.0720697,97.8572,83.59
32,0.0718458,97.8617,83.16
33,0.0715698,97.8861,83.14
34,0.0714136,97.9028,83.21
35,0.0711807,97.8989,83.44
36,0.0710773,97.8844,83.25
37,0.0708818,97.915,83.38
38,0.0707791,97.9106,83.22
39,0.0705119,97.9194,82.94
40,0.0704395,97.9156,83.06
