epoch,train_loss,train_acc,test_acc
1,0.0325867,99.2373,46.04
2,0.0299301,99.3477,58.61
3,0.0282189,99.4133,66.38
4,0.0270688,99.4367,71.62
5,0.0331899,99.3794,75.08
6,0.0322335,99.3989,77
7,0.0315294,99.3994,78.91
8,0.0308746,99.4256,79.92
9,0.0306338,99.4144,80.95
10,0.0300961,99.425,81.54
11,0.0297259,99.4139,82.32
12,0.0294522,99.4144,82.83
13,0.0291401,99.4333,83.28
14,0.0289971,99.4189,83.75
15,0.028685,99.4244,84.09
16,0.0286245,99.4222,84.34
17,0.0284188,99.4111,84.54
18,0.0279961,99.4461,84.68
19,0.0280524,99.4372,84.74
20,0.0278684,99.4289,85.08
21,0.0276798,99.44,85.34
22,0.027679,99.4328,85.37
23,0.0274781,99.4289,85.65
24,0.0274743,99.4333,85.56
25,0.0272189,99.4511,85.74
26,0.0272457,99.44,85.87
27,0.0270274,99.4472,86.01
28,0.0271451,99.4311,86.2
29,0.0269588,99.4533,86.23
30,0.0266803,99.4511,86.38
31,0.0268484,99.4372,86.39
32,0.0267191,99.4394,86.38
33,0.0267056,99.44,86.51
34,0.0265054,99.4439,86.56
35,0.0264525,99.4456,86.66
36,0.0264016,99.4428,86.73
37,0.0261747,99.4411,86.75
38,0.0262023,99.4511,86.78
39,0.0262941,99.4494,86.83
40,0.0262824,99.4589,86.86
41,0.0260263,99.4556,86.9
42,0.0260847,99.4583,86.97
43,0.0259789,99.4483,86.99
44,0.0258936,99.4511,86.95
45,0.0257978,99.465,87.05
46,0.0258338,99.4467,86.95
47,0.0257936,99.4606,87
48,0.0257538,99.4639,87.14
49,0.0257236,99.4528,87.11
50,0.0255986,99.4761,87.1
