round,loss,train_acc
1,0.0289999,99.5141
2,0.026867,99.8433
3,0.0245832,99.8746
4,0.0237983,99.906
5,0.0341248,99.8955
6,0.0333361,99.8171
7,0.0322375,99.791
8,0.0321308,99.8955
9,0.0319628,99.7388
10,0.0311576,99.791
11,0.0310669,99.791
12,0.030844,99.8171
13,0.0309133,99.7388
14,0.0298863,99.8433
15,0.0303608,99.7649
16,0.0310954,99.6865
17,0.0310471,99.6081
18,0.0308168,99.7126
19,0.0307859,99.6865
20,0.0307758,99.7388
21,0.0304107,99.6604
22,0.0309191,99.6343
23,0.0297797,99.6604
24,0.030042,99.7388
25,0.030086,99.6343
26,0.03044,99.5559
27,0.0306737,99.5559
28,0.0310966,99.5037
29,0.0316017,99.5559
30,0.0315561,99.5559
31,0.0302451,99.6081
32,0.0308772,99.4775
33,0.0300013,99.6604
34,0.0302579,99.582
35,0.0302093,99.6081
36,0.0315966,99.5037
37,0.0305746,99.6081
38,0.0302229,99.6081
39,0.0308181,99.5298
40,0.0303513,99.6604
