sweep_id,date_time,max_spheres,ray_depth,num_spheres,block_size,implementation,openmp_time_s,kernel_time_s,memory_transfer_time_s,total_without_mem_s,total_with_mem_s,throughput_mpixels_sec,speedup_vs_openmp_kernel,speedup_vs_openmp_with_mem
5,2026-05-22_10-14-44,512,50,203,256,OPENMP,432.430,432.430,0.000,432.430,432.430,0.000947,1.000000,1.000000
5,2026-05-22_10-14-44,512,50,203,256,GLOBAL,432.430,9.284,0.002,9.284,9.287,0.044117,46.576050,46.564800
5,2026-05-22_10-14-44,512,50,203,256,CONSTANT,432.430,9.361,0.002,9.361,9.363,0.043755,46.194264,46.185101
5,2026-05-22_10-14-44,512,50,203,256,SHARED,432.430,9.294,0.002,9.294,9.296,0.044072,46.528172,46.518878
5,2026-05-22_10-14-44,512,50,203,256,1D TEXTURE,432.430,9.349,0.002,9.349,9.351,0.043812,46.254085,46.245073
5,2026-05-22_10-14-44,512,50,203,256,2D TEXTURE,432.430,9.349,0.002,9.349,9.350,0.043814,46.256369,46.247067
5,2026-05-22_10-14-44,512,50,203,256,2D TEXTURE + CONSTANT,432.430,9.419,0.002,9.419,9.421,0.043485,45.908678,45.899469
5,2026-05-22_10-14-44,512,50,203,256,REALISTIC,432.430,9.340,0.002,9.340,9.341,0.043857,46.301222,46.291877
