epoch,train_loss,train_acc,test_acc
1,0.0611974,98.2503,52.45
2,0.0553809,98.4503,57.27
3,0.0520951,98.5387,61.78
4,0.0496557,98.603,65.35
5,0.0535873,98.535,69.09
6,0.0522449,98.5478,70.72
7,0.0511215,98.5817,72.13
8,0.05031,98.6144,73.39
9,0.0496811,98.6011,74.28
10,0.0489001,98.62,75.12
11,0.0485118,98.6333,76.23
12,0.0479424,98.66,76.25
13,0.0473754,98.6789,76.71
14,0.0471754,98.6794,77.23
15,0.0466443,98.6722,77.39
16,0.0464067,98.6811,77.75
17,0.0460398,98.7022,78.12
18,0.0455957,98.7028,78.36
19,0.0454578,98.7011,78.69
20,0.0450751,98.7117,78.85
21,0.0449809,98.7183,78.83
22,0.0446004,98.7317,78.97
23,0.0443258,98.7361,79.03
24,0.0441574,98.7444,79.09
25,0.0439986,98.7428,79.34
26,0.0437944,98.7472,79.45
27,0.0436025,98.7567,79.54
28,0.043348,98.77,79.49
29,0.0432343,98.7606,79.63
30,0.043213,98.7889,79.74
31,0.0428944,98.7839,79.57
32,0.0427723,98.7878,79.98
33,0.0425635,98.7844,80.01
34,0.0424072,98.7817,79.87
35,0.0423071,98.7906,80.06
36,0.04208,98.8156,80.1
37,0.0421608,98.8033,80
38,0.0420123,98.7972,79.97
39,0.0419703,98.8056,80.15
40,0.0415744,98.8211,80.28
41,0.0414957,98.8328,80.1
42,0.0413805,98.8311,80.17
43,0.0412485,98.8378,80.21
44,0.0411905,98.84,80.32
45,0.0411387,98.8267,80.27
