Softmax regression: 10 classes; 784 features
Epoch 1 | Loss: 0.556584 | Train Accuracy: 86.1083% | Test Accuracy: 89.92%
Epoch 2 | Loss: 0.366285 | Train Accuracy: 89.74% | Test Accuracy: 90.84%
Epoch 3 | Loss: 0.336863 | Train Accuracy: 90.4917% | Test Accuracy: 91.29%
Epoch 4 | Loss: 0.321565 | Train Accuracy: 90.8633% | Test Accuracy: 91.36%
Epoch 5 | Loss: 0.311834 | Train Accuracy: 91.1967% | Test Accuracy: 91.55%
Epoch 6 | Loss: 0.304886 | Train Accuracy: 91.3967% | Test Accuracy: 91.7%
Epoch 7 | Loss: 0.299583 | Train Accuracy: 91.525% | Test Accuracy: 91.9%
Epoch 8 | Loss: 0.2953 | Train Accuracy: 91.6117% | Test Accuracy: 91.95%
Epoch 9 | Loss: 0.291741 | Train Accuracy: 91.775% | Test Accuracy: 92%
Epoch 10 | Loss: 0.288845 | Train Accuracy: 91.8783% | Test Accuracy: 92%
Epoch 11 | Loss: 0.286299 | Train Accuracy: 91.9333% | Test Accuracy: 92.16%
Epoch 12 | Loss: 0.283957 | Train Accuracy: 92.0133% | Test Accuracy: 92.08%
Epoch 13 | Loss: 0.282169 | Train Accuracy: 92.105% | Test Accuracy: 92.12%
Epoch 14 | Loss: 0.280019 | Train Accuracy: 92.135% | Test Accuracy: 92.09%
Epoch 15 | Loss: 0.278453 | Train Accuracy: 92.2617% | Test Accuracy: 92.23%
Epoch 16 | Loss: 0.277168 | Train Accuracy: 92.275% | Test Accuracy: 92.12%
Epoch 17 | Loss: 0.275713 | Train Accuracy: 92.2983% | Test Accuracy: 92.18%
Epoch 18 | Loss: 0.274612 | Train Accuracy: 92.3% | Test Accuracy: 92.16%
Epoch 19 | Loss: 0.27318 | Train Accuracy: 92.425% | Test Accuracy: 92.31%
Epoch 20 | Loss: 0.272302 | Train Accuracy: 92.36% | Test Accuracy: 92.11%
Epoch 21 | Loss: 0.27128 | Train Accuracy: 92.42% | Test Accuracy: 92.16%
Epoch 22 | Loss: 0.270381 | Train Accuracy: 92.475% | Test Accuracy: 92.26%
Epoch 23 | Loss: 0.269332 | Train Accuracy: 92.4617% | Test Accuracy: 92.15%
Epoch 24 | Loss: 0.268599 | Train Accuracy: 92.5133% | Test Accuracy: 92.26%
Epoch 25 | Loss: 0.267722 | Train Accuracy: 92.5783% | Test Accuracy: 92.33%
Epoch 26 | Loss: 0.267042 | Train Accuracy: 92.5783% | Test Accuracy: 92.41%
Epoch 27 | Loss: 0.266272 | Train Accuracy: 92.6167% | Test Accuracy: 92.23%
Epoch 28 | Loss: 0.265627 | Train Accuracy: 92.6033% | Test Accuracy: 92.33%
Epoch 29 | Loss: 0.264872 | Train Accuracy: 92.6383% | Test Accuracy: 92.28%
Epoch 30 | Loss: 0.264452 | Train Accuracy: 92.7267% | Test Accuracy: 92.45%
Epoch 31 | Loss: 0.263717 | Train Accuracy: 92.6933% | Test Accuracy: 92.4%
Epoch 32 | Loss: 0.263084 | Train Accuracy: 92.68% | Test Accuracy: 92.44%
Epoch 33 | Loss: 0.26257 | Train Accuracy: 92.715% | Test Accuracy: 92.29%
Epoch 34 | Loss: 0.262085 | Train Accuracy: 92.7333% | Test Accuracy: 92.35%
Epoch 35 | Loss: 0.261523 | Train Accuracy: 92.7517% | Test Accuracy: 92.42%
Epoch 36 | Loss: 0.2609 | Train Accuracy: 92.8117% | Test Accuracy: 92.37%
Epoch 37 | Loss: 0.260374 | Train Accuracy: 92.82% | Test Accuracy: 92.31%
Epoch 38 | Loss: 0.260092 | Train Accuracy: 92.7633% | Test Accuracy: 92.41%
Epoch 39 | Loss: 0.259565 | Train Accuracy: 92.7983% | Test Accuracy: 92.27%
Epoch 40 | Loss: 0.259179 | Train Accuracy: 92.8517% | Test Accuracy: 92.48%
Epoch 41 | Loss: 0.258776 | Train Accuracy: 92.8533% | Test Accuracy: 92.44%
Epoch 42 | Loss: 0.258401 | Train Accuracy: 92.8617% | Test Accuracy: 92.6%
Epoch 43 | Loss: 0.257804 | Train Accuracy: 92.88% | Test Accuracy: 92.38%
Epoch 44 | Loss: 0.257502 | Train Accuracy: 92.9083% | Test Accuracy: 92.34%
Epoch 45 | Loss: 0.257226 | Train Accuracy: 92.91% | Test Accuracy: 92.46%
Epoch 46 | Loss: 0.256721 | Train Accuracy: 92.9167% | Test Accuracy: 92.47%
Epoch 47 | Loss: 0.25658 | Train Accuracy: 92.9233% | Test Accuracy: 92.56%
[Centralised] Early stopping at epoch 47 after 5 epochs without test accuracy improvement.

[Centralised] Done. Centralised data saved to /home-mscluster/ldemelo/HPC_Assignment/problem1/federated_clustering_mpi/metrics/sweep_1/centralised/central_rep1
