epoch,train_loss,train_acc,test_acc
1,0.052092,98.5307,61.17
2,0.0477371,98.7103,63.75
3,0.0451981,98.7667,66.18
4,0.0432953,98.8097,68.13
5,0.0477397,98.7261,70.33
6,0.0466169,98.7478,72.1
7,0.0458479,98.7633,73.64
8,0.0451915,98.7906,74.63
9,0.0445425,98.8072,75.54
10,0.044009,98.8,76.49
11,0.0434065,98.8222,76.84
12,0.0430707,98.8161,77.48
13,0.0428943,98.8206,77.82
14,0.0424528,98.8406,78.26
15,0.0421503,98.8417,78.6
16,0.0417912,98.8578,78.8
17,0.0415186,98.8461,78.97
18,0.0412048,98.8894,79.27
19,0.0409585,98.89,79.51
20,0.0408462,98.8683,79.47
21,0.0405973,98.8806,79.62
22,0.0404357,98.8839,79.8
23,0.0402748,98.8833,79.77
24,0.0400429,98.8906,79.98
25,0.0398012,98.8956,80.1
26,0.0396711,98.9089,80.19
27,0.0394245,98.91,80.36
28,0.0394456,98.9044,80.32
29,0.039146,98.9222,80.41
30,0.0390172,98.9178,80.6
31,0.03897,98.9311,80.59
32,0.038815,98.9311,80.7
33,0.0386997,98.9272,80.81
34,0.0385657,98.9206,81.04
35,0.038416,98.9528,80.99
36,0.038331,98.9444,80.96
37,0.038151,98.9633,81.03
38,0.038058,98.94,81.23
39,0.0379245,98.9628,81.1
40,0.0379354,98.9467,81.2
41,0.037841,98.9522,81.12
42,0.0376081,98.9589,81.27
43,0.0374948,98.965,81.49
44,0.0374026,98.9494,81.54
45,0.0373126,98.9761,81.37
46,0.0373067,98.9811,81.28
47,0.0372345,98.9733,81.52
48,0.0370718,98.9939,81.65
49,0.0370257,98.9883,81.74
50,0.0369561,98.9794,81.73
