round,loss,train_acc
1,0.0512614,98.4453
2,0.0463902,98.712
3,0.043612,98.8053
4,0.0419111,98.8133
5,0.0454189,98.76
6,0.0451523,98.8
7,0.0444103,98.7867
8,0.0441,98.8311
9,0.0433606,98.8756
10,0.0430008,98.8844
11,0.0424127,98.8667
12,0.0425021,98.8356
13,0.0421722,98.8933
14,0.0422328,98.9067
15,0.0415237,98.8756
16,0.0416127,98.8889
17,0.0417498,98.8933
18,0.0412171,98.8978
19,0.0404564,98.9289
20,0.0407103,98.9022
21,0.0406836,98.9022
22,0.0406338,98.9244
23,0.0404551,98.9111
24,0.0402526,98.9644
25,0.0397479,98.9289
26,0.0399117,98.9733
27,0.0398527,98.96
28,0.0396101,98.9511
29,0.039561,98.9467
30,0.0393783,98.9422
31,0.039126,98.96
32,0.0390013,98.96
33,0.0389855,98.9867
34,0.0388635,98.9467
35,0.0389231,98.9822
36,0.0391192,98.9689
37,0.0389537,98.9778
38,0.0383815,98.9733
39,0.0382126,99.0089
40,0.0382377,98.9556
41,0.038323,98.9822
42,0.0385833,98.9733
43,0.0380036,98.9911
44,0.0380607,98.9778
45,0.037639,99
46,0.038019,99.0444
47,0.0377433,98.9778
48,0.0375839,99.0133
49,0.0376685,99.0044
50,0.0371699,99.0044
