epoch,train_loss,train_acc,test_acc
1,0.0335082,99.2437,54.15
2,0.0311554,99.39,74.12
3,0.0293508,99.4847,79.65
4,0.0282282,99.5047,82
5,0.0360911,99.4322,83.73
6,0.0351827,99.4522,84.71
7,0.0344166,99.4572,85.32
8,0.0337839,99.4578,85.71
9,0.0332721,99.4622,86.13
10,0.0326858,99.4589,86.47
11,0.0323603,99.4617,86.76
12,0.032195,99.4628,86.93
13,0.0317705,99.4639,87.04
14,0.031472,99.465,87.29
15,0.0312401,99.47,87.45
16,0.0309577,99.455,87.55
17,0.0309246,99.4544,87.68
18,0.0307214,99.4544,87.75
19,0.0305825,99.4517,87.84
20,0.0303345,99.4617,87.99
21,0.0302561,99.46,88.08
22,0.0300704,99.46,88.07
23,0.0299708,99.4694,88.23
24,0.030014,99.4461,88.32
25,0.0298151,99.4639,88.34
26,0.0295194,99.4594,88.4
27,0.0295655,99.4567,88.46
28,0.0294828,99.4544,88.52
29,0.0294053,99.4561,88.63
30,0.0293987,99.455,88.68
31,0.0291749,99.465,88.71
32,0.0291267,99.465,88.83
33,0.0290353,99.4628,88.87
34,0.0289556,99.455,88.94
35,0.0288862,99.4567,88.96
36,0.028828,99.465,88.95
37,0.0286923,99.4606,89.01
38,0.0286269,99.455,89.04
39,0.0287215,99.4639,89.07
40,0.028618,99.4544,89.07
41,0.0285685,99.4594,89.11
42,0.0285528,99.45,89.11
43,0.0284441,99.4583,89.15
44,0.0283395,99.4583,89.14
72,87.04
45,0.0257773,99.4667,87.08
46,0.0258152,99.4444,87.07
47,0.0257774,99.4611,87.14
48,0.0257439,99.4683,87.19
49,0.0257076,99.4611,87.24
50,0.0255755,99.4761,87.21
