round,loss,train_acc
1,0.0238995,99.4984
2,0.0213158,99.7179
3,0.020914,99.7179
4,0.0195735,99.7806
5,0.0294212,99.6865
6,0.029755,99.6081
7,0.0285757,99.8171
8,0.0278326,99.7388
9,0.0271586,99.9478
10,0.0268256,99.8171
11,0.0262184,99.8694
12,0.0263493,99.7649
13,0.0279252,99.7649
14,0.0266013,99.8433
15,0.0260624,99.8694
16,0.0266875,99.6865
17,0.0269541,99.7388
18,0.0265792,99.7126
19,0.0266158,99.7649
20,0.0267057,99.7126
21,0.0268831,99.7126
22,0.0266998,99.7126
23,0.0267889,99.7388
24,0.0271418,99.6604
25,0.0272897,99.6081
26,0.0263996,99.7388
27,0.0282129,99.6865
28,0.0270362,99.6604
29,0.027103,99.6865
30,0.0266706,99.7388
31,0.0272802,99.6081
32,0.0267181,99.7649
33,0.027386,99.6343
34,0.0270933,99.582
35,0.026488,99.7388
36,0.0276579,99.5559
37,0.0282632,99.6081
38,0.0271434,99.6865
39,0.027195,99.6081
40,0.0269161,99.6865
41,0.0276919,99.6343
42,0.0273977,99.582
43,0.0273626,99.6604
44,0.0270503,99.6343
45,0.0279326,99.4775
46,0.0268542,99.6865
47,0.0271635,99.6343
48,0.0276135,99.6081
49,0.0277328,99.6081
50,0.0269438,99.6865
