round,loss,train_acc
1,0.0239345,99.4984
2,0.021128,99.8119
3,0.0195989,99.8746
4,0.0198834,99.8119
5,0.0306666,99.6865
6,0.029087,99.7649
7,0.0279456,99.7649
8,0.0291669,99.7388
9,0.0287749,99.791
10,0.0282665,99.7649
11,0.0270005,99.8694
12,0.0283528,99.7388
13,0.0282792,99.7126
14,0.0273919,99.7388
15,0.0267045,99.8694
16,0.0273603,99.8171
17,0.0266702,99.8694
18,0.0281173,99.7126
19,0.0287342,99.5559
20,0.0262061,99.8171
21,0.027745,99.7388
22,0.0267078,99.8171
23,0.0264546,99.7649
24,0.0277713,99.7388
25,0.0273415,99.791
26,0.0271902,99.791
27,0.0285876,99.6604
28,0.0271942,99.7388
29,0.0277132,99.7388
30,0.0276504,99.7126
31,0.0268253,99.7649
32,0.0273834,99.7649
33,0.0276018,99.7126
34,0.0271706,99.7126
35,0.0273398,99.8433
36,0.0261831,99.8955
37,0.0273556,99.5559
38,0.0277304,99.7388
39,0.0272876,99.7126
40,0.0283543,99.6865
41,0.0278544,99.7649
42,0.028936,99.7126
43,0.0278956,99.6604
44,0.0279821,99.6865
45,0.0280408,99.7126
46,0.0274192,99.6604
47,0.0280473,99.6081
48,0.0277837,99.6081
49,0.0291631,99.6343
50,0.0282685,99.6604
