epoch,train_loss,train_acc,test_acc
1,0.0323957,99.2557,54.17
2,0.0298159,99.3797,62.3
3,0.0281303,99.425,67.76
4,0.0270387,99.4427,72.2
5,0.0331674,99.3939,75.31
6,0.0322285,99.4017,77.16
7,0.0315428,99.3978,78.83
8,0.0308878,99.4222,79.95
9,0.0306571,99.4167,80.89
10,0.0301182,99.4228,81.66
11,0.0297564,99.4106,82.46
12,0.0294731,99.4222,82.98
13,0.0291684,99.43,83.33
14,0.0290318,99.4167,83.74
15,0.0287252,99.4278,84.06
16,0.02866,99.4244,84.29
17,0.0284487,99.4178,84.5
18,0.0280332,99.4428,84.86
19,0.0280928,99.4356,85.04
20,0.027904,99.4389,85.37
21,0.0277058,99.4372,85.58
22,0.027713,99.4444,85.6
23,0.0275067,99.4328,85.77
24,0.0275091,99.4378,85.78
25,0.0272487,99.455,85.9
26,0.0272778,99.4411,85.92
27,0.0270676,99.4461,85.99
28,0.0271759,99.4361,86.16
29,0.0269887,99.4611,86.21
30,0.0267105,99.45,86.34
31,0.0268814,99.44,86.41
32,0.0267364,99.4389,86.47
33,0.0267262,99.4383,86.43
34,0.0265313,99.4467,86.6
35,0.0264723,99.45,86.67
36,0.0264261,99.4439,86.68
37,0.026201,99.4428,86.78
38,0.0262324,99.4522,86.79
39,0.0263106,99.4583,86.8
40,0.0263069,99.4589,86.82
41,0.026032,99.4611,86.82
42,0.0261116,99.4617,86.91
43,0.0260049,99.4494,86.88
44,0.0259277,99.455,86.91
45,0.0258232,99.4667,87
46,0.0258598,99.4517,86.96
47,0.0258198,99.4606,86.97
