epoch,train_loss,train_acc,test_acc
1,0.033448,99.253,60.2
2,0.031104,99.4003,76.05
3,0.0293289,99.4887,81.22
4,0.0281932,99.5147,83.57
5,0.0360731,99.4383,84.7
6,0.0351271,99.4522,85.37
7,0.0343807,99.4694,85.91
8,0.0337485,99.4478,86.28
9,0.0332485,99.4711,86.58
10,0.0326645,99.4606,86.82
11,0.0323556,99.4689,87.06
12,0.0321823,99.4628,87.22
13,0.0317575,99.4661,87.42
14,0.0314411,99.4644,87.54
15,0.0312284,99.4694,87.76
16,0.0309419,99.4594,87.96
17,0.0309226,99.4556,88
18,0.0307009,99.455,88.12
19,0.0305647,99.455,88.21
20,0.0303283,99.46,88.28
21,0.0302336,99.455,88.29
22,0.0300543,99.4622,88.3
23,0.0299701,99.4544,88.4
24,0.0300032,99.4472,88.41
25,0.0297889,99.4639,88.53
26,0.0295177,99.4533,88.5
27,0.0295481,99.4583,88.6
28,0.0294728,99.4511,88.68
29,0.0293983,99.465,88.72
30,0.0293844,99.4528,88.76
31,0.0291635,99.4678,88.83
32,0.029118,99.4578,88.87
33,0.0290294,99.4583,88.9
34,0.0289413,99.4528,88.89
35,0.0288844,99.4517,88.93
36,0.0288137,99.4639,88.93
37,0.0286817,99.4589,88.95
38,0.0286243,99.4606,89.05
39,0.0287077,99.4633,89.07
40,0.0286127,99.4539,89.12
41,0.0285609,99.4589,89.12
42,0.0285347,99.4478,89.14
43,0.0284379,99.4556,89.19
44,0.0283398,99.4611,89.21
45,0.0283006,99.4744,89.22
46,0.0283572,99.4622,89.22
47,0.0282149,99.4572,89.22
48,0.0281292,99.4617,89.25
49,0.0281295,99.4694,89.28
50,0.0281359,99.4617,89.29
