round,loss,train_acc
1,0.0123036,99.7546
2,0.0118423,99.8083
3,0.0108981,99.8926
4,0.0108091,99.9156
5,0.0158899,99.885
6,0.0157594,99.8722
7,0.0157739,99.8338
8,0.0153254,99.9105
9,0.0156199,99.8211
10,0.0154679,99.8722
11,0.0158138,99.8594
12,0.0152501,99.885
13,0.014872,99.9233
14,0.0151258,99.8722
15,0.0157151,99.8083
16,0.0153574,99.8211
17,0.0155942,99.8338
18,0.0155357,99.8083
19,0.0156007,99.8211
20,0.0152749,99.8211
21,0.0156186,99.8466
22,0.0151528,99.8211
23,0.0151302,99.7955
24,0.0160766,99.7572
25,0.0157323,99.7699
26,0.0159639,99.8211
27,0.015955,99.7827
28,0.0157276,99.8338
29,0.0160534,99.7955
30,0.0155172,99.7699
31,0.0157012,99.7955
32,0.0155617,99.8083
33,0.0157588,99.8211
34,0.0159596,99.7955
35,0.0161661,99.7444
36,0.0158657,99.8083
37,0.0155218,99.7699
38,0.0164932,99.7572
39,0.0155255,99.8338
40,0.0152003,99.8211
41,0.0161428,99.7188
42,0.0154447,99.8338
43,0.0159224,99.7444
44,0.0156814,99.7827
45,0.015585,99.7827
46,0.015472,99.7827
47,0.0154267,99.7444
48,0.0154959,99.7955
49,0.0156973,99.7572
50,0.0153663,99.7699
