epoch,train_loss,train_acc,test_acc
1,0.0321192,99.2507,50.94
2,0.0296306,99.389,60.92
3,0.02798,99.431,66.83
4,0.0267783,99.4657,70.58
5,0.033853,99.3711,72.94
6,0.0330085,99.3994,74.59
7,0.0322805,99.4006,76
8,0.0317038,99.4167,76.95
9,0.0310975,99.425,78
10,0.0307721,99.4183,78.92
11,0.0304189,99.4322,79.84
12,0.0300341,99.4383,80.33
13,0.029802,99.4244,80.88
14,0.0295448,99.4411,81.2
15,0.0293441,99.4422,81.67
16,0.0290911,99.435,82.11
17,0.0289684,99.4311,82.32
18,0.0287746,99.4333,82.85
19,0.0286461,99.4278,83.03
20,0.0284401,99.4306,83.1
21,0.0282838,99.4417,83.45
22,0.028257,99.4483,83.74
23,0.0281233,99.4322,83.88
24,0.0279439,99.44,84.12
25,0.0278952,99.4383,84.37
26,0.0277439,99.455,84.6
27,0.0276417,99.445,84.66
28,0.0276493,99.4528,84.76
29,0.0274895,99.455,84.9
30,0.0274901,99.4394,85.08
31,0.0272444,99.4611,85.14
32,0.0273301,99.4483,85.3
33,0.0272782,99.4494,85.33
34,0.0272124,99.4417,85.44
35,0.0270913,99.4467,85.62
36,0.0270474,99.4389,85.66
37,0.0268737,99.4561,85.79
38,0.0269217,99.4428,85.9
39,0.026912,99.4444,85.87
40,0.0269058,99.4456,85.9
41,0.0265237,99.4544,85.89
42,0.0267514,99.45,85.97
43,0.0266338,99.4544,86.08
44,0.0265816,99.4433,86.08
45,0.0264919,99.4583,86.13
46,0.0264796,99.4483,86.23
47,0.0264505,99.4417,86.22
48,0.0263147,99.4517,86.2
49,0.0262358,99.4706,86.26
50,0.0261756,99.4528,86.26
51,0.0262844,99.46,86.34
52,0.0262435,99.4606,86.35
53,0.026044,99.4667,86.35
54,0.026147,99.4383,86.43
55,0.0260272,99.4517,86.48
56,0.0261319,99.4539,86.46
57,0.0260085,99.4544,86.44
58,0.0260088,99.455,86.45
59,0.0258016,99.4572,86.52
60,0.0258611,99.4744,86.53
