block_size,ray_depth,num_spheres,implementation,run_count,openmp_time_s,kernel_time_s,memory_transfer_time_s,total_without_mem_s,total_with_mem_s,throughput_mpixels_sec,speedup_vs_openmp_kernel,speedup_vs_openmp_with_mem
32,50,200,OPENMP,6,657.6588333333334,657.6588333333334,0.0,657.6588333333334,657.6588333333334,0.0006228333333333333,1.0,1.0
32,50,200,GLOBAL,6,657.6588333333334,11.820166666666667,0.008833333333333332,11.820166666666667,11.828666666666665,0.034652999999999996,55.63927733333333,55.599022
32,50,200,CONSTANT,6,657.6588333333334,11.758833333333333,0.041833333333333333,11.758833333333333,11.800833333333335,0.034834000000000004,55.9296305,55.730273000000004
32,50,200,SHARED,6,657.6588333333334,16.47066666666667,0.041833333333333333,16.47066666666667,16.512666666666668,0.0248685,39.929248666666666,39.82786333333333
32,50,200,1D TEXTURE,6,657.6588333333334,11.752833333333333,0.004666666666666667,11.752833333333333,11.757499999999999,0.0348515,55.95803566666667,55.93558733333334
32,50,200,2D TEXTURE,6,657.6588333333334,11.761999999999999,0.0065,11.761999999999999,11.768333333333333,0.034824,55.91390866666666,55.88333216666666
32,50,200,2D TEXTURE + CONSTANT,6,657.6588333333334,11.720666666666666,0.0405,11.720666666666666,11.761000000000001,0.03494766666666667,56.112679500000006,55.91987366666667
32,50,200,REALISTIC,6,657.6588333333334,11.759166666666667,0.006333333333333334,11.759166666666667,11.765499999999998,0.034832666666666665,55.92790416666666,55.897499666666654
64,50,200,OPENMP,6,657.6966666666667,657.6966666666667,0.0,657.6966666666667,657.6966666666667,0.0006226666666666667,1.0,1.0
64,50,200,GLOBAL,6,657.6966666666667,11.938833333333333,0.006166666666666667,11.938833333333333,11.945,0.03430833333333333,55.08905266666667,55.06158933333334
64,50,200,CONSTANT,6,657.6966666666667,11.752666666666668,0.021166666666666667,11.752666666666668,11.773833333333334,0.03485166666666667,55.96152983333334,55.8613635
64,50,200,SHARED,6,657.6966666666667,12.9705,0.021166666666666667,12.9705,12.991500000000002,0.031579499999999996,50.70746666666667,50.625081333333334
64,50,200,1D TEXTURE,6,657.6966666666667,11.886666666666668,0.004333333333333334,11.886666666666668,11.891166666666665,0.034459,55.33064033333333,55.310031333333335
64,50,200,2D TEXTURE,6,657.6966666666667,11.867500000000001,0.0051666666666666675,11.867500000000001,11.872833333333332,0.0345145,55.42017250000001,55.395225333333336
64,50,200,2D TEXTURE + CONSTANT,6,657.6966666666667,11.748500000000002,0.021,11.748500000000002,11.769499999999999,0.03486433333333333,55.981343833333334,55.882528666666666
64,50,200,REALISTIC,6,657.6966666666667,11.8775,0.0051666666666666675,11.8775,11.8825,0.03448533333333333,55.3732295,55.3496525
128,50,200,OPENMP,5,656.7696,656.7696,0.0,656.7696,656.7696,0.0006238,1.0,1.0
128,50,200,GLOBAL,5,656.7696,12.255,0.0064,12.255,12.2614,0.033423,53.591946199999995,53.56475379999999
128,50,200,CONSTANT,5,656.7696,11.8076,0.0378,11.8076,11.8458,0.034689199999999996,55.622305600000004,55.44452100000001
128,50,200,SHARED,5,656.7696,11.996199999999998,0.0378,11.996199999999998,12.034200000000002,0.034143999999999994,54.748049200000004,54.5752932
128,50,200,1D TEXTURE,5,656.7696,12.1972,0.004600000000000001,12.1972,12.202000000000002,0.0335814,53.845943399999996,53.82503640000001
128,50,200,2D TEXTURE,5,656.7696,12.1964,0.0073999999999999995,12.1964,12.203999999999999,0.0335832,53.84876799999999,53.8165124
128,50,200,2D TEXTURE + CONSTANT,5,656.7696,11.8144,0.0396,11.8144,11.854,0.0346696,55.591021,55.4061284
128,50,200,REALISTIC,5,656.7696,12.2056,0.006999999999999999,12.2056,12.2126,0.0335584,53.808346799999995,53.777285600000006
256,5,200,OPENMP,3,641.1610000000001,641.1610000000001,0.0,641.1610000000001,641.1610000000001,0.0006386666666666667,1.0,1.0
256,5,200,GLOBAL,3,641.1610000000001,7.243333333333333,0.005,7.243333333333333,7.248333333333332,0.05654666666666666,88.51492433333334,88.45742066666666
256,5,200,CONSTANT,3,641.1610000000001,7.116333333333333,0.01,7.116333333333333,7.126666666666666,0.057555999999999996,90.09442933333334,89.96540633333335
