epoch,train_loss,train_acc,test_acc
1,0.0379163,99.2273,53.23
2,0.0352991,99.4593,71.51
3,0.0333712,99.5587,77.99
4,0.031891,99.6037,80.81
5,0.0439067,99.515,82.02
6,0.0425827,99.535,83
7,0.0417019,99.5561,83.9
8,0.0408917,99.5611,84.38
9,0.0402662,99.545,84.82
10,0.0397744,99.5511,85.19
11,0.0390789,99.5522,85.58
12,0.0387554,99.5456,85.85
13,0.0382422,99.5522,86.22
14,0.0381886,99.5428,86.43
15,0.0378393,99.5467,86.67
16,0.0376982,99.5183,86.82
17,0.0373061,99.5283,86.98
18,0.0373974,99.5178,87.24
19,0.0370334,99.5117,87.34
20,0.0367592,99.5372,87.5
21,0.0366928,99.5194,87.69
22,0.0366736,99.5178,87.77
23,0.0366678,99.4928,87.82
24,0.0362939,99.5122,87.94
25,0.0363449,99.4806,88.07
26,0.0361523,99.4989,88.14
27,0.0361502,99.4861,88.21
28,0.0359389,99.4817,88.29
29,0.036066,99.4894,88.37
30,0.0358808,99.4822,88.48
31,0.0357474,99.4783,88.57
32,0.0357292,99.46,88.64
33,0.0356157,99.4572,88.68
34,0.0355568,99.4561,88.75
35,0.035401,99.4844,88.78
36,0.0354304,99.4639,88.8
37,0.0354902,99.4633,88.82
38,0.0353703,99.4667,88.91
39,0.0352613,99.4811,88.94
40,0.0352747,99.4772,88.97
41,0.0351013,99.4756,89.01
42,0.0352736,99.4572,89.01
43,0.0352377,99.4411,89.09
44,0.0350605,99.45,89.07
45,0.0351005,99.4456,89.14
46,0.0351327,99.4444,89.15
47,0.0349231,99.4389,89.21
48,0.0350011,99.4444,89.18
49,0.035029,99.4356,89.18
50,0.0348158,99.4461,89.15
