round,loss,train_acc
1,0.0134635,99.7853
2,0.012437,99.9233
3,0.0116497,99.931
4,0.0114631,99.9387
5,0.0170706,99.9489
6,0.0168169,99.9361
7,0.0167887,99.9361
8,0.0166631,99.8978
9,0.0166305,99.9105
10,0.0164085,99.9233
11,0.0165606,99.8466
12,0.0171345,99.8722
13,0.0163948,99.8978
14,0.016101,99.8978
15,0.0164873,99.8722
16,0.0169532,99.7955
17,0.016621,99.8466
18,0.0164446,99.8083
19,0.0166153,99.8594
20,0.0165725,99.8722
21,0.016445,99.8338
22,0.0161038,99.8722
23,0.0166705,99.8594
24,0.0164353,99.8594
25,0.0169674,99.8083
26,0.016736,99.7572
27,0.0167551,99.7955
28,0.0169852,99.7827
29,0.0166072,99.7827
30,0.0168235,99.7827
31,0.0162442,99.8594
32,0.0162544,99.8211
33,0.0163681,99.8211
34,0.0162578,99.8211
35,0.0159657,99.8211
36,0.0163631,99.7572
37,0.0162372,99.706
38,0.0164302,99.7955
39,0.0166724,99.7316
40,0.0161221,99.8083
41,0.0157147,99.8338
42,0.0163805,99.7827
43,0.0162901,99.7316
44,0.0163567,99.7444
45,0.0159733,99.7955
46,0.0166552,99.7444
47,0.0163814,99.7699
48,0.0165416,99.7444
49,0.0159934,99.7827
50,0.0160859,99.7572
