round,loss,train_acc
1,0.0132928,99.8083
2,0.0127893,99.7929
3,0.0124996,99.8773
4,0.0122391,99.862
5,0.0177974,99.8594
6,0.0180846,99.7572
7,0.0176458,99.8594
8,0.0179203,99.7955
9,0.0171837,99.8466
10,0.017409,99.7444
11,0.0179725,99.7572
12,0.0171143,99.8338
13,0.0174562,99.7572
14,0.0170678,99.8466
15,0.0175193,99.8211
16,0.0170337,99.7699
17,0.017332,99.8211
18,0.0168601,99.8722
19,0.0173604,99.8083
20,0.0173514,99.7572
21,0.0179717,99.6933
22,0.0170636,99.7827
23,0.0174295,99.7699
24,0.0172439,99.7572
25,0.0170409,99.7827
26,0.016986,99.7699
27,0.0172464,99.7955
28,0.0169471,99.8083
29,0.0171677,99.7827
30,0.0170046,99.7955
31,0.0176478,99.7699
32,0.0171261,99.7572
33,0.0170282,99.8083
34,0.0173384,99.7188
35,0.0168679,99.8211
36,0.0172277,99.8083
37,0.0175304,99.7444
38,0.0175273,99.7188
39,0.0171955,99.6933
40,0.017675,99.7188
41,0.0169757,99.7955
42,0.017324,99.7444
43,0.0172208,99.7955
44,0.01752,99.7699
45,0.0172037,99.7827
46,0.0172828,99.8211
47,0.0168105,99.7444
48,0.0174272,99.7827
49,0.0177292,99.7444
50,0.0180151,99.6933
