sweep_id,date_time,max_spheres,ray_depth,num_spheres,block_size,implementation,openmp_time_s,kernel_time_s,memory_transfer_time_s,total_without_mem_s,total_with_mem_s,throughput_mpixels_sec,speedup_vs_openmp_kernel,speedup_vs_openmp_with_mem
4,2026-05-22_09-37-51,512,50,203,256,OPENMP,432.053,432.053,0.000,432.053,432.053,0.000948,1.000000,1.000000
4,2026-05-22_09-37-51,512,50,203,256,GLOBAL,432.053,9.284,0.002,9.284,9.286,0.044121,46.539568,46.528373
4,2026-05-22_09-37-51,512,50,203,256,CONSTANT,432.053,9.375,0.002,9.375,9.377,0.043691,46.085826,46.076736
4,2026-05-22_09-37-51,512,50,203,256,SHARED,432.053,9.250,0.002,9.250,9.251,0.044283,46.710642,46.701303
4,2026-05-22_09-37-51,512,50,203,256,1D TEXTURE,432.053,9.292,0.002,9.292,9.293,0.044083,46.499791,46.490779
4,2026-05-22_09-37-51,512,50,203,256,2D TEXTURE,432.053,9.395,0.002,9.395,9.396,0.043600,45.989967,45.980917
4,2026-05-22_09-37-51,512,50,203,256,2D TEXTURE + CONSTANT,432.053,9.408,0.002,9.408,9.410,0.043536,45.922352,45.913310
4,2026-05-22_09-37-51,512,50,203,256,REALISTIC,432.053,9.338,0.002,9.338,9.340,0.043863,46.267231,46.258071
