epoch,train_loss,train_acc,test_acc
1,0.0522192,98.5373,61.89
2,0.0477812,98.7027,64.45
3,0.0452354,98.7667,66.37
4,0.0433034,98.811,68.25
5,0.0477774,98.7356,70.48
6,0.0466326,98.75,72.44
7,0.0458545,98.7672,73.84
8,0.0451907,98.7867,74.81
9,0.0445327,98.8144,75.64
10,0.0439972,98.8089,76.66
11,0.0433796,98.82,76.91
12,0.0430559,98.8244,77.54
13,0.0428669,98.8206,77.81
14,0.0424295,98.8439,78.42
15,0.0421181,98.8411,78.65
16,0.0417565,98.8511,78.81
17,0.0414838,98.8494,79.13
18,0.0411631,98.89,79.39
19,0.0409129,98.8822,79.55
20,0.0408039,98.8644,79.59
21,0.0405606,98.8828,79.58
22,0.0403936,98.8756,80.01
23,0.0402192,98.8856,79.92
24,0.0400093,98.8917,80.12
25,0.0397547,98.9011,80.21
26,0.0396332,98.9039,80.34
27,0.0393735,98.9072,80.52
28,0.039404,98.9033,80.44
29,0.0390976,98.915,80.53
30,0.0389848,98.9189,80.65
31,0.0389204,98.9289,80.8
32,0.0387776,98.9311,80.94
33,0.0386517,98.9244,80.96
34,0.0385173,98.9272,81.29
35,0.0383769,98.9494,81.26
36,0.0382907,98.9439,81.24
37,0.0381127,98.9667,81.24
38,0.038011,98.9367,81.45
39,0.037885,98.9644,81.33
40,0.037908,98.945,81.39
41,0.037799,98.9522,81.32
42,0.0375682,98.9589,81.45
43,0.0374442,98.9644,81.65
44,0.0373612,98.9539,81.7
45,0.0372625,98.9839,81.57
46,0.0372684,98.9756,81.55
47,0.0371944,98.9817,81.74
48,0.0370391,98.9928,81.81
49,0.0369785,98.9894,81.9
50,0.0369237,98.9794,81.92
