round,loss,train_acc
1,0.0654233,97.936
2,0.0613254,98.1493
3,0.0584994,98.2053
4,0.056104,98.28
5,0.0618327,98.16
6,0.0597783,98.2756
7,0.0587679,98.2089
8,0.0579621,98.2711
9,0.0567552,98.2978
10,0.0559021,98.32
11,0.0553478,98.3333
12,0.054394,98.3911
13,0.0541435,98.3644
14,0.0533128,98.4089
15,0.0530068,98.4444
16,0.0525023,98.4444
17,0.0519652,98.4311
18,0.0518534,98.4533
19,0.0514647,98.44
20,0.0509224,98.4756
21,0.0511835,98.4711
22,0.0504605,98.4622
23,0.0505066,98.4933
24,0.0498624,98.5111
25,0.0501246,98.4978
26,0.0496524,98.5111
27,0.0493978,98.5244
28,0.0493124,98.5022
29,0.0489071,98.5067
30,0.0487416,98.5244
31,0.0485005,98.6044
32,0.0483156,98.5867
33,0.0483823,98.5111
34,0.0483044,98.5511
35,0.0479849,98.5511
36,0.0478617,98.52
37,0.0472001,98.6356
38,0.047706,98.5689
39,0.0473505,98.5911
40,0.0474156,98.6
41,0.0468835,98.5956
42,0.0467615,98.6133
43,0.0466465,98.6533
44,0.0464117,98.6311
45,0.0467748,98.6267
46,0.0462281,98.68
47,0.0465928,98.6578
48,0.0461723,98.6889
49,0.0458197,98.6667
50,0.0462798,98.6
