epoch,train_loss,train_acc,test_acc
1,0.0380609,99.2283,44.23
2,0.0354542,99.4163,64.57
3,0.0334833,99.5497,72.78
4,0.0320094,99.5863,77.32
5,0.0440679,99.4894,79.79
6,0.0427278,99.5178,81.38
7,0.0418521,99.5272,82.42
8,0.0409876,99.5289,83.29
9,0.0403856,99.5333,84.13
10,0.0399312,99.5278,84.56
11,0.0391987,99.5444,84.97
12,0.0388449,99.5378,85.31
13,0.0383384,99.5483,85.67
14,0.0382924,99.54,85.95
15,0.0379256,99.5389,86.28
16,0.0377758,99.5228,86.47
17,0.0373884,99.5339,86.75
18,0.037459,99.5128,86.98
19,0.0370999,99.5156,87.1
20,0.0368244,99.5383,87.16
21,0.0367466,99.5083,87.37
22,0.0367286,99.5217,87.48
23,0.0366824,99.5017,87.63
24,0.0363436,99.5017,87.68
25,0.0363705,99.4861,87.8
26,0.0361763,99.4972,87.9
27,0.0361839,99.4917,88
28,0.0359458,99.485,88.12
29,0.0360851,99.4844,88.18
30,0.0358912,99.4833,88.23
31,0.0357849,99.4883,88.3
32,0.0357544,99.4694,88.3
33,0.0356383,99.4639,88.41
34,0.0355709,99.4589,88.49
35,0.0354118,99.4789,88.53
36,0.0354522,99.47,88.59
37,0.0355151,99.4589,88.65
38,0.0353682,99.4578,88.67
39,0.0352633,99.4817,88.68
40,0.0352889,99.4761,88.81
41,0.035111,99.4778,88.85
42,0.0352623,99.4622,88.92
43,0.0352283,99.435,88.96
44,0.0350508,99.455,89.05
45,0.0351021,99.4422,89.08
46,0.035128,99.4389,89.13
47,0.0349216,99.4467,89.17
48,0.0350003,99.4428,89.22
49,0.0350085,99.4378,89.27
50,0.0348171,99.4483,89.29
