round,loss,train_acc
1,0.0802013,97.7763
2,0.076653,98.1404
3,0.0730621,98.1795
4,0.0716001,98.2965
5,0.0881644,97.9194
6,0.0843498,97.941
7,0.0836776,98.0061
8,0.0839492,98.0711
9,0.0812117,98.0711
10,0.0793629,98.3528
11,0.0785004,98.2661
12,0.0788704,98.1795
13,0.077194,98.2445
14,0.0756311,98.3095
15,0.0764578,98.0061
16,0.0756098,98.2228
17,0.100219,97.9194
18,0.0758153,98.1578
19,0.0741526,98.2228
20,0.0726366,98.2445
21,0.0729028,98.1795
22,0.0770142,98.2878
23,0.0732914,98.1361
24,0.0715814,98.3962
25,0.0711706,98.2661
26,0.0709666,98.3095
27,0.0715715,98.3745
28,0.069897,98.2011
29,0.0703514,98.3095
30,0.0834378,98.1795
31,0.0713862,98.1578
32,0.0706692,98.1578
33,0.0710612,98.1578
34,0.0693664,98.3528
35,0.0714979,98.3962
36,0.0735083,98.2011
37,0.0691178,98.2661
38,0.0701631,98.2228
39,0.0683029,98.3095
40,0.067468,98.2878
41,0.0682421,98.1578
42,0.0673772,98.4179
43,0.0662096,98.4179
44,0.0682159,98.3312
45,0.0659719,98.4395
46,0.0657852,98.5046
47,0.0659338,98.3095
48,0.0671902,98.4179
49,0.0662618,98.2878
50,0.0664784,98.2445
51,0.0656475,98.3962
52,0.065249,98.2445
53,0.0645318,98.4395
