round,loss,train_acc
1,0.020398,99.6619
2,0.0174186,99.935
3,0.0154853,99.974
4,0.0144163,100
5,0.0197963,100
6,0.0196621,99.9567
7,0.0188531,100
8,0.0188673,99.9567
9,0.0191121,99.87
10,0.018333,99.9783
11,0.0183244,99.9783
12,0.0184208,99.9133
13,0.0177483,99.9567
14,0.0185199,99.87
15,0.0178515,99.935
16,0.0181306,99.87
17,0.0179978,99.8916
18,0.0179942,99.9133
19,0.0182345,99.8483
20,0.0179926,99.7616
21,0.0175777,99.9133
22,0.0180383,99.8483
23,0.0176441,99.8049
24,0.0178565,99.8049
25,0.0177126,99.8483
26,0.017989,99.8266
27,0.0173839,99.8483
28,0.0174654,99.8049
29,0.0174498,99.8049
30,0.0172744,99.8916
31,0.017744,99.7833
32,0.0173888,99.8266
33,0.0172981,99.87
34,0.017561,99.7616
35,0.017222,99.87
36,0.0195396,99.7833
37,0.0172047,99.8483
38,0.01748,99.8266
39,0.0173338,99.7616
40,0.0173533,99.8483
41,0.0177914,99.7833
42,0.0171673,99.8049
43,0.0175918,99.7833
44,0.0174569,99.7833
45,0.0174389,99.7616
46,0.0178099,99.7182
47,0.0169078,99.8266
48,0.0169928,99.7616
49,0.0174059,99.7833
50,0.0172421,99.7616
51,0.0173563,99.7182
52,0.0168196,99.7833
53,0.0180487,99.7399
