epoch,train_loss,train_acc,test_acc
1,0.0346956,99.2917,44.92
2,0.0319938,99.4727,65.49
3,0.0301988,99.573,72.83
4,0.0288086,99.6203,77.02
5,0.0394075,99.5367,79.24
6,0.0383442,99.5456,81.05
7,0.0374078,99.5678,82.13
8,0.0366321,99.5656,83.12
9,0.0360728,99.5689,83.6
10,0.0354995,99.5833,84.28
11,0.034968,99.5933,84.76
12,0.0348268,99.5767,85.42
13,0.0346854,99.5683,85.71
14,0.0342442,99.5667,85.97
15,0.0339763,99.5494,86.17
16,0.0337845,99.5539,86.47
17,0.0342069,99.5467,86.71
18,0.0335001,99.5494,86.91
19,0.0331473,99.5667,87.09
20,0.0333349,99.5406,87.18
21,0.0328657,99.5522,87.33
22,0.0330163,99.545,87.43
23,0.0327536,99.5272,87.57
24,0.0325809,99.535,87.72
25,0.0324492,99.5289,87.81
26,0.032455,99.5244,87.89
27,0.0322897,99.5228,87.95
28,0.0321969,99.5228,88.03
29,0.0321964,99.5239,88.08
30,0.0324053,99.5189,88.12
31,0.0319044,99.5144,88.2
32,0.0318033,99.5306,88.3
33,0.0319945,99.5206,88.38
34,0.0318146,99.5078,88.43
35,0.0318776,99.51,88.46
36,0.03191,99.5061,88.5
37,0.0317344,99.5244,88.62
38,0.0315164,99.5017,88.68
39,0.0317831,99.4933,88.64
40,0.031601,99.4883,88.62
41,0.0315066,99.4861,88.71
42,0.0314258,99.5078,88.75
43,0.0312769,99.5061,88.76
44,0.0313372,99.4933,88.84
45,0.0315669,99.5061,88.78
46,0.0313075,99.505,88.83
47,0.0311396,99.49,88.85
48,0.0313154,99.4933,88.86
49,0.0311498,99.5039,88.85
50,0.0311923,99.4878,88.85
51,0.0310672,99.5067,88.92
52,0.0309357,99.4878,88.95
53,0.0312031,99.5061,88.95
