epoch,train_loss,train_acc,test_acc
1,0.0517554,98.5433,58.85
2,0.0475192,98.7087,62.96
3,0.0450255,98.7723,65.53
4,0.0431358,98.8117,67.69
5,0.0475898,98.7311,70.18
6,0.0464738,98.7556,72.26
7,0.0457243,98.7572,73.45
8,0.0450554,98.7983,74.55
9,0.044427,98.8156,75.49
10,0.0438839,98.8111,76.42
11,0.0432911,98.8328,76.89
12,0.042948,98.8333,77.48
13,0.0427776,98.8133,77.92
14,0.0423427,98.8411,78.31
15,0.0420315,98.8433,78.57
16,0.0416912,98.8556,78.67
17,0.0414189,98.8517,78.97
18,0.0410945,98.9,79.29
19,0.040848,98.8822,79.46
20,0.0407414,98.8678,79.52
21,0.0404993,98.8772,79.56
22,0.0403385,98.8789,79.87
23,0.0401672,98.8867,79.81
24,0.0399529,98.8894,80.03
25,0.0396994,98.9011,80.12
26,0.0395762,98.9083,80.3
27,0.0393244,98.9106,80.46
28,0.0393481,98.905,80.29
29,0.03905,98.9172,80.51
30,0.0389323,98.9189,80.6
31,0.0388771,98.9344,80.54
32,0.0387298,98.9339,80.76
33,0.0386184,98.9256,80.84
34,0.0384722,98.9206,81.1
35,0.0383334,98.9494,81.07
36,0.038242,98.9439,81.07
37,0.0380673,98.97,81.06
38,0.0379774,98.9344,81.26
39,0.0378416,98.9589,81.13
40,0.0378632,98.9489,81.26
41,0.0377548,98.9533,81.21
42,0.0375243,98.9544,81.36
43,0.0374163,98.97,81.6
44,0.0373243,98.9533,81.67
45,0.0372299,98.98,81.52
46,0.0372294,98.9772,81.46
47,0.0371617,98.9833,81.61
48,0.036995,99.0011,81.73
49,0.0369441,98.9906,81.77
50,0.0368873,98.98,81.72
