epoch,train_loss,train_acc,test_acc
1,0.0379791,99.2303,49.29
2,0.0353179,99.4527,68.91
3,0.0334035,99.558,75.04
4,0.0319147,99.6013,77.97
5,0.0440174,99.4967,80.15
6,0.0426685,99.5356,81.74
7,0.0418128,99.5489,82.74
8,0.0409646,99.5539,83.42
9,0.0403423,99.5278,84.1
10,0.0398818,99.5361,84.64
11,0.0391642,99.5478,85.04
12,0.0388029,99.5417,85.32
13,0.0383059,99.5583,85.65
14,0.0382155,99.5422,86.01
15,0.0378808,99.5544,86.4
16,0.0377358,99.5194,86.59
17,0.037349,99.525,86.78
18,0.0374147,99.5117,86.95
19,0.0370364,99.51,87.05
20,0.0367807,99.5344,87.25
21,0.0367077,99.5044,87.38
22,0.0367024,99.5178,87.54
23,0.0366658,99.4861,87.67
24,0.0362939,99.5044,87.77
25,0.0363366,99.4861,87.86
26,0.0361439,99.4956,87.93
27,0.0361325,99.4783,88.04
28,0.0359031,99.4911,88.08
29,0.0360484,99.4789,88.15
30,0.0358584,99.4822,88.23
31,0.0357373,99.4889,88.28
32,0.0357031,99.4617,88.32
33,0.0355997,99.4533,88.43
34,0.0355321,99.4622,88.49
35,0.0353727,99.48,88.53
36,0.0354136,99.46,88.5
37,0.0354782,99.4556,88.63
38,0.0353437,99.4611,88.69
39,0.0352491,99.4728,88.75
40,0.0352389,99.4717,88.78
41,0.0350795,99.4778,88.84
42,0.0352299,99.4678,88.86
43,0.0352002,99.4361,88.91
44,0.0350206,99.4478,88.96
45,0.0350701,99.4333,88.99
46,0.0350931,99.44,88.98
47,0.0348885,99.4406,88.99
48,0.0349744,99.445,89
49,0.0349786,99.4394,89.04
50,0.0347852,99.4478,89.07
