round,loss,train_acc
1,0.135458,96.1285
2,0.128565,96.4107
3,0.125223,96.5517
4,0.12113,96.7398
5,0.145674,96.3689
6,0.14207,96.1599
7,0.140488,96.4995
8,0.136656,96.395
9,0.13456,96.4995
10,0.135476,96.6562
11,0.132748,96.4472
12,0.130844,96.4211
13,0.130181,96.7346
14,0.129364,96.7868
15,0.127285,96.5779
16,0.127224,96.6562
17,0.126477,96.4995
18,0.124684,96.6823
19,0.124079,96.5779
20,0.123358,96.6823
21,0.12178,96.7085
22,0.122397,96.6562
23,0.122387,96.3689
24,0.120006,96.7607
25,0.120699,96.5779
26,0.118797,96.7085
27,0.11918,96.7607
28,0.118552,96.8913
29,0.117732,96.813
30,0.117562,96.4995
31,0.11659,96.7868
32,0.116967,96.6823
33,0.11669,96.5779
34,0.115909,96.813
35,0.115125,96.7868
36,0.114616,96.5517
37,0.114834,96.7346
38,0.114709,96.5517
39,0.113802,96.7346
40,0.114469,96.7346
41,0.113665,96.8913
42,0.113225,96.8652
43,0.112879,96.813
44,0.112433,96.7346
45,0.111849,96.8913
46,0.112991,96.7085
47,0.112539,96.7607
48,0.111543,96.8391
49,0.111436,96.8391
50,0.110398,96.8391
